person_as_time,img,term,category,score
2019-02-05,Person35_9,cloudSign|eyeball|redWhistle|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label,cloudSign:0.2786;eyeball:0.30115;redWhistle:0.25429;sign:0.43567;blueSunglasses:0.31413;lavenderDie:0.36935999999999997
2019-02-06,Person36_1,birdCall|cloudSign|eyeball|redWhistle|trophy|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.60709;cloudSign:0.4019;eyeball:0.46028;redWhistle:0.69453;trophy:0.5731;blueSunglasses:0.27364;hairClip:0.76407;lavenderDie:0.58975;yellowBag:0.36056
2019-02-06,Person36_2,eyeball,label,eyeball:0.27747
2019-02-06,Person36_3,birdCall|eyeball|pumpkinNotes|yellowBalloon|blueSunglasses|hairClip|stickerBox|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.35238;eyeball:0.32283;pumpkinNotes:0.7288399999999999;yellowBalloon:0.25437;blueSunglasses:0.27073;hairClip:0.27346;stickerBox:0.42872;yellowBag:0.43251000000000006
2019-02-06,Person36_4,birdCall|cloudSign|cupcakePaper|eyeball|sign|trophy|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label|label|label|label,birdCall:0.37686;cloudSign:0.261;cupcakePaper:0.29062;eyeball:0.39379000000000003;sign:0.2589;trophy:0.29623;blueSunglasses:0.36555;hairClip:0.8433799999999999;lavenderDie:0.32757;yellowBag:0.4302
2019-02-06,Person36_5,birdCall|eyeball|redWhistle|trophy|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label|label,birdCall:0.39221;eyeball:0.45466999999999996;redWhistle:0.41803;trophy:0.67478;blueSunglasses:0.36274;hairClip:0.8487899999999999;lavenderDie:0.84824
2019-02-06,Person36_6,eyeball|pinkCandle|redWhistle|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label,eyeball:0.25634;pinkCandle:0.32;redWhistle:0.27776999999999996;sign:0.75164;blueSunglasses:0.25372;hairClip:0.35798;yellowBag:0.29267
2019-02-06,Person36_7,pinkCandle|sign|silverStraw,label|label|label,pinkCandle:0.6117;sign:0.67572;silverStraw:0.51698
2019-02-06,Person36_8,canadaPencil|cloudSign|noisemaker|pinkCandle|sign,label|label|label|label|label,canadaPencil:0.32533;cloudSign:0.28244;noisemaker:0.37940999999999997;pinkCandle:0.28039000000000003;sign:0.27563000000000004
2019-02-07,Person37_1,canadaPencil|noisemaker|pinkCandle|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label,canadaPencil:0.39773000000000003;noisemaker:0.8304799999999999;pinkCandle:0.33119;sign:0.27583;blueSunglasses:0.27928000000000003;lavenderDie:0.54061
2019-02-07,Person37_10,birdCall|canadaPencil|cloudSign|cupcakePaper|eyeball|pumpkinNotes|yellowBalloon|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,birdCall:0.33995;canadaPencil:0.34498;cloudSign:0.28849;cupcakePaper:0.27497;eyeball:0.25338;pumpkinNotes:0.49157;yellowBalloon:0.40507;blueSunglasses:0.33693;stickerBox:0.40381999999999996;yellowBag:0.37936
2019-02-07,Person37_11,canadaPencil|cloudSign|eyeball|metalKey|noisemaker|pinkCandle|blueSunglasses|lavenderDie,label|label|label|label|label|label|label|label,canadaPencil:0.29802;cloudSign:0.27897;eyeball:0.32039;metalKey:0.36380999999999997;noisemaker:0.33388;pinkCandle:0.2967;blueSunglasses:0.27591;lavenderDie:0.27071999999999996
2019-02-07,Person37_12,cloudSign|eyeball|pinkCandle|redWhistle|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label|label,cloudSign:0.39746;eyeball:0.45238999999999996;pinkCandle:0.27221999999999996;redWhistle:0.59319;blueSunglasses:0.26477;hairClip:0.30293000000000003;lavenderDie:0.43573
2019-02-07,Person37_13,birdCall|cloudSign|cupcakePaper|eyeball|paperPlate|pumpkinNotes|sign|yellowBalloon|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label|label,birdCall:0.3215;cloudSign:0.35641;cupcakePaper:0.34753;eyeball:0.37565;paperPlate:0.75574;pumpkinNotes:0.5926600000000001;sign:0.43233999999999995;yellowBalloon:0.30433000000000004;blueSunglasses:0.2693;stickerBox:0.41457;yellowBag:0.38724000000000003
2019-02-07,Person37_14,birdCall|cloudSign|cupcakePaper|eyeball|paperPlate|pumpkinNotes|sign|yellowBalloon|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label|label,birdCall:0.2891;cloudSign:0.2922;cupcakePaper:0.25637;eyeball:0.40005999999999997;paperPlate:0.9118;pumpkinNotes:0.56877;sign:0.25734;yellowBalloon:0.32636;blueSunglasses:0.368;stickerBox:0.51363;yellowBag:0.2882
2019-02-07,Person37_15,cloudSign|cupcakePaper|eyeball|paperPlate|pinkCandle|pumpkinNotes|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label,cloudSign:0.32348000000000005;cupcakePaper:0.3881;eyeball:0.32509;paperPlate:0.74735;pinkCandle:0.32261999999999996;pumpkinNotes:0.6361399999999999;blueSunglasses:0.32255;stickerBox:0.40152;yellowBag:0.34033
2019-02-07,Person37_16,cloudSign|eyeball|pinkCandle|redWhistle|lavenderDie|stickerBox,label|label|label|label|label|label,cloudSign:0.28828000000000004;eyeball:0.33981999999999996;pinkCandle:0.29100000000000004;redWhistle:0.27755;lavenderDie:0.5681;stickerBox:0.45571000000000006
2019-02-07,Person37_17,cloudSign|pinkCandle|lavenderDie,label|label|label,cloudSign:0.37713;pinkCandle:0.42338000000000003;lavenderDie:0.5836
2019-02-07,Person37_18,eyeball|redWhistle|silverStraw|blueSunglasses|hairClip|lavenderDie|stickerBox|yellowBag,label|label|label|label|label|label|label|label,eyeball:0.5946899999999999;redWhistle:0.32395;silverStraw:0.308;blueSunglasses:0.26144;hairClip:0.3407;lavenderDie:0.64918;stickerBox:0.25521;yellowBag:0.45623
2019-02-07,Person37_19,birdCall|cloudSign|eyeball|pumpkinNotes,label|label|label|label,birdCall:0.35023000000000004;cloudSign:0.38136;eyeball:0.25326;pumpkinNotes:0.29868
2019-02-07,Person37_2,birdCall|cloudSign|eyeball|pinkCandle|redWhistle|blueSunglasses|hairClip|lavenderDie|stickerBox,label|label|label|label|label|label|label|label|label,birdCall:0.33021999999999996;cloudSign:0.33998;eyeball:0.42691999999999997;pinkCandle:0.28836999999999996;redWhistle:0.64483;blueSunglasses:0.37281;hairClip:0.33309;lavenderDie:0.36303;stickerBox:0.31876
2019-02-07,Person37_20,birdCall|canadaPencil|cloudSign|eyeball|paperPlate|pumpkinNotes|blueSunglasses|stickerBox,label|label|label|label|label|label|label|label,birdCall:0.3493;canadaPencil:0.27236;cloudSign:0.27061;eyeball:0.3195;paperPlate:0.29772;pumpkinNotes:0.39439;blueSunglasses:0.42451000000000005;stickerBox:0.51759
2019-02-07,Person37_21,metalKey|redWhistle,label|label,metalKey:0.25895999999999997;redWhistle:0.7168100000000001
2019-02-07,Person37_22,canadaPencil|cloudSign|eyeball|noisemaker|pumpkinNotes,label|label|label|label|label,canadaPencil:0.30764;cloudSign:0.29067;eyeball:0.38523;noisemaker:0.39411999999999997;pumpkinNotes:0.46036000000000005
2019-02-07,Person37_23,birdCall|cloudSign|eyeball|metalKey|noisemaker|pinkCandle|redWhistle|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label,birdCall:0.27867;cloudSign:0.44126000000000004;eyeball:0.40721999999999997;metalKey:0.47771;noisemaker:0.50869;pinkCandle:0.30791;redWhistle:0.44776000000000005;blueSunglasses:0.47408999999999996;hairClip:0.40949;stickerBox:0.26250999999999997
2019-02-07,Person37_24,eyeball|metalKey|pinkCandle|redWhistle|blueSunglasses|yellowBag,label|label|label|label|label|label,eyeball:0.31316;metalKey:0.46665;pinkCandle:0.3139;redWhistle:0.8219799999999999;blueSunglasses:0.31294;yellowBag:0.44937
2019-02-07,Person37_3,birdCall|cloudSign|eyeball|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label,birdCall:0.32311;cloudSign:0.50641;eyeball:0.35666;blueSunglasses:0.29875999999999997;hairClip:0.27758;stickerBox:0.70225
2019-02-07,Person37_4,canadaPencil|cupcakePaper|eyeball|paperPlate|pumpkinNotes|yellowBalloon|blueSunglasses|stickerBox,label|label|label|label|label|label|label|label,canadaPencil:0.31703000000000003;cupcakePaper:0.28098;eyeball:0.3245;paperPlate:0.97645;pumpkinNotes:0.39286;yellowBalloon:0.42145;blueSunglasses:0.40328;stickerBox:0.42386999999999997
2019-02-07,Person37_5,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|redWhistle|sign|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.42685;cloudSign:0.62157;eyeball:0.382;pinkCandle:0.28109;pumpkinNotes:0.49651999999999996;redWhistle:0.3464;sign:0.34054;yellowBag:0.30525
2019-02-07,Person37_6,eyeball|metalKey|pinkCandle|redWhistle|sign,label|label|label|label|label,eyeball:0.31079;metalKey:0.36511;pinkCandle:0.54309;redWhistle:0.7653800000000001;sign:0.38941
2019-02-07,Person37_7,birdCall|cloudSign|eyeball|metalKey|partyFavor|pinkCandle|sign|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.39619;cloudSign:0.61559;eyeball:0.39354;metalKey:0.48567;partyFavor:0.40952;pinkCandle:0.47403;sign:0.4674;yellowBag:0.3859
2019-02-07,Person37_8,redWhistle|lavenderDie,label|label,redWhistle:0.81524;lavenderDie:0.42128999999999994
2019-02-07,Person37_9,eyeball|metalKey|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip|lavenderDie|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,eyeball:0.40515;metalKey:0.44348999999999994;pinkCandle:0.46643;pumpkinNotes:0.27235;sign:0.30103;blueSunglasses:0.26775;hairClip:0.59921;lavenderDie:0.49363;stickerBox:0.40565;yellowBag:0.27743
2019-02-08,Person38_1,birdCall|cloudSign|sign,label|label|label,birdCall:0.34825;cloudSign:0.27104;sign:0.27726999999999996
2019-02-08,Person38_10,cloudSign|eyeball,label|label,cloudSign:0.26403000000000004;eyeball:0.30043000000000003
2019-02-08,Person38_11,redWhistle,label,redWhistle:0.25488
2019-02-08,Person38_12,eyeball|hairClip,label|label,eyeball:0.26172;hairClip:0.36268
2019-02-08,Person38_13,canadaPencil|metalKey|redWhistle,label|label|label,canadaPencil:0.2829;metalKey:0.26969;redWhistle:0.43746
2019-02-08,Person38_14,metalKey|redWhistle|silverStraw,label|label|label,metalKey:0.30049000000000003;redWhistle:0.83652;silverStraw:0.32646
2019-02-08,Person38_15,birdCall|canadaPencil|cloudSign|pumpkinNotes|redWhistle|yellowBag,label|label|label|label|label|label,birdCall:0.28338;canadaPencil:0.26037;cloudSign:0.27334;pumpkinNotes:0.41718999999999995;redWhistle:0.84106;yellowBag:0.5532600000000001
2019-02-08,Person38_16,cloudSign|redWhistle|blueSunglasses|yellowBag,label|label|label|label,cloudSign:0.32205;redWhistle:0.38788;blueSunglasses:0.31531;yellowBag:0.38013
2019-02-08,Person38_2,canadaPencil,label,canadaPencil:0.29627
2019-02-08,Person38_3,birdCall|cloudSign|yellowBag,label|label|label,birdCall:0.41673000000000004;cloudSign:0.29231;yellowBag:0.25619000000000003
2019-02-08,Person38_4,pinkCandle|sign|yellowBag,label|label|label,pinkCandle:0.31331;sign:0.29796999999999996;yellowBag:0.26404
2019-02-08,Person38_5,blueSunglasses,label,blueSunglasses:0.27211
2019-02-08,Person38_6,redWhistle|sign,label|label,redWhistle:0.46016;sign:0.28376
2019-02-08,Person38_7,cloudSign|pumpkinNotes|redWhistle|hairClip,label|label|label|label,cloudSign:0.26159;pumpkinNotes:0.2595;redWhistle:0.48536;hairClip:0.38491
2019-02-08,Person38_8,birdCall|cloudSign|pumpkinNotes|yellowBalloon|hairClip|yellowBag,label|label|label|label|label|label,birdCall:0.33798;cloudSign:0.31365;pumpkinNotes:0.36191;yellowBalloon:0.53925;hairClip:0.32758000000000004;yellowBag:0.45636000000000004
2019-02-08,Person38_9,cloudSign|partyFavor|sign|yellowBag,label|label|label|label,cloudSign:0.32464;partyFavor:0.37254;sign:0.32334;yellowBag:0.33188
2019-02-09,Person39_1,cloudSign|vancouverCards,label|label,cloudSign:0.29403;vancouverCards:0.91195
2019-02-09,Person39_10,cloudSign|eyeball|redWhistle|sign,label|label|label|label,cloudSign:0.29373;eyeball:0.53067;redWhistle:0.39491;sign:0.29679
2019-02-09,Person39_11,cloudSign|pinkCandle|sign|silverStraw|blueSunglasses,label|label|label|label|label,cloudSign:0.35983000000000004;pinkCandle:0.29372;sign:0.34386;silverStraw:0.26700999999999997;blueSunglasses:0.31590999999999997
2019-02-09,Person39_12,cloudSign|eyeball|pumpkinNotes,label|label|label,cloudSign:0.32454;eyeball:0.31544;pumpkinNotes:0.27917
2019-02-09,Person39_2,birdCall|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|sign|trophy|blueSunglasses|hairClip,label|label|label|label|label|label|label|label|label|label,birdCall:0.44186000000000003;cloudSign:0.43348000000000003;eyeball:0.25508000000000003;metalKey:0.43903000000000003;pinkCandle:0.38745999999999997;pumpkinNotes:0.6731;sign:0.31854;trophy:0.43305;blueSunglasses:0.32897;hairClip:0.5312
2019-02-09,Person39_3,canadaPencil|eyeball|noisemaker|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label|label|label|label,canadaPencil:0.33589;eyeball:0.32768;noisemaker:0.33043;pinkCandle:0.5071100000000001;pumpkinNotes:0.27488;sign:0.5696899999999999;blueSunglasses:0.49499;hairClip:0.60182;lavenderDie:0.47763999999999995
2019-02-09,Person39_4,eyeball|partyFavor|pinkCandle|sign|silverStraw|blueSunglasses,label|label|label|label|label|label,eyeball:0.27429000000000003;partyFavor:0.25104;pinkCandle:0.28828000000000004;sign:0.38681;silverStraw:0.30236999999999997;blueSunglasses:0.26361
2019-02-09,Person39_5,eyeball|pinkCandle|pumpkinNotes|redWhistle|blueSunglasses,label|label|label|label|label,eyeball:0.38011;pinkCandle:0.27423000000000003;pumpkinNotes:0.31648000000000004;redWhistle:0.31065;blueSunglasses:0.26796
2019-02-09,Person39_6,eyeball|redWhistle,label|label,eyeball:0.2604;redWhistle:0.40876999999999997
2019-02-09,Person39_7,birdCall|sign,label|label,birdCall:0.31434;sign:0.30530999999999997
2019-02-09,Person39_8,cupcakePaper|eyeball|pinkCandle|redWhistle|sign,label|label|label|label|label,cupcakePaper:0.29552;eyeball:0.31671;pinkCandle:0.45074;redWhistle:0.42226;sign:0.43712
2019-02-09,Person39_9,canadaPencil|eyeball|redWhistle,label|label|label,canadaPencil:0.2616;eyeball:0.31424;redWhistle:0.73885
2019-01-05,Person4_1,birdCall|cloudSign|eyeball|metalKey|pumpkinNotes|sign|blueSunglasses|hairClip,label|label|label|label|label|label|label|label,birdCall:0.55883;cloudSign:0.35878000000000004;eyeball:0.35265;metalKey:0.44678;pumpkinNotes:0.32500999999999997;sign:0.5142100000000001;blueSunglasses:0.31740999999999997;hairClip:0.34253
2019-01-05,Person4_10,birdCall|eyeball|sign|lavenderDie|yellowBag,label|label|label|label|label,birdCall:0.25103000000000003;eyeball:0.37858;sign:0.27103;lavenderDie:0.29988000000000004;yellowBag:0.33134
2019-01-05,Person4_11,cloudSign|eyeball|pinkCandle|redWhistle|sign|lavenderDie,label|label|label|label|label|label,cloudSign:0.32687;eyeball:0.34811;pinkCandle:0.30696;redWhistle:0.26395;sign:0.27351;lavenderDie:0.67671
2019-01-05,Person4_12,metalKey|pinkCandle|sign,label|label|label,metalKey:0.33243;pinkCandle:0.52942;sign:0.52993
2019-01-05,Person4_13,cupcakePaper|partyFavor|pinkCandle|sign|trophy|yellowBag,label|label|label|label|label|label,cupcakePaper:0.25892;partyFavor:0.35944;pinkCandle:0.34858;sign:0.44371000000000005;trophy:0.32394;yellowBag:0.34936
2019-01-05,Person4_14,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes,label|label|label|label|label,birdCall:0.33218000000000003;cloudSign:0.32779;eyeball:0.28062;pinkCandle:0.27455;pumpkinNotes:0.32905
2019-01-05,Person4_15,cloudSign|eyeball|pinkCandle|pumpkinNotes|sign,label|label|label|label|label,cloudSign:0.33452;eyeball:0.5373899999999999;pinkCandle:0.33544;pumpkinNotes:0.39427;sign:0.3419
2019-01-05,Person4_16,birdCall|cloudSign|cupcakePaper|eyeball|pinkCandle|pumpkinNotes|redWhistle|blueSunglasses|hairClip|lavenderDie|stickerBox,label|label|label|label|label|label|label|label|label|label|label,birdCall:0.52332;cloudSign:0.52325;cupcakePaper:0.29867;eyeball:0.63039;pinkCandle:0.273;pumpkinNotes:0.29154;redWhistle:0.45166999999999996;blueSunglasses:0.35101;hairClip:0.29296;lavenderDie:0.45793999999999996;stickerBox:0.29913
2019-01-05,Person4_17,pumpkinNotes|trophy|yellowBalloon|yellowBag,label|label|label|label,pumpkinNotes:0.5504899999999999;trophy:0.34558;yellowBalloon:0.72378;yellowBag:0.31201999999999996
2019-01-05,Person4_18,cloudSign|eyeball|pinkCandle|pumpkinNotes|lavenderDie,label|label|label|label|label,cloudSign:0.46702;eyeball:0.33533;pinkCandle:0.33479000000000003;pumpkinNotes:0.38671;lavenderDie:0.42967
2019-01-05,Person4_19,birdCall|eyeball|metalKey|pinkCandle|pumpkinNotes|yellowBalloon|blueSunglasses|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.32456999999999997;eyeball:0.34201;metalKey:0.28744000000000003;pinkCandle:0.45535;pumpkinNotes:0.57786;yellowBalloon:0.70131;blueSunglasses:0.27005999999999997;yellowBag:0.30921
2019-01-05,Person4_2,birdCall|cloudSign|eyeball|metalKey|pumpkinNotes|redWhistle|sign|blueSunglasses,label|label|label|label|label|label|label|label,birdCall:0.42937;cloudSign:0.34076;eyeball:0.39476999999999995;metalKey:0.49622;pumpkinNotes:0.2651;redWhistle:0.33553;sign:0.49706999999999996;blueSunglasses:0.33704
2019-01-05,Person4_20,birdCall|cloudSign|eyeball|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label,birdCall:0.2896;cloudSign:0.45103999999999994;eyeball:0.38584;pinkCandle:0.37676;sign:0.53789;blueSunglasses:0.30714
2019-01-05,Person4_21,canadaPencil|eyeball|metalKey|noisemaker|pinkCandle|sign|silverStraw|vancouverCards|blueSunglasses|lavenderDie,label|label|label|label|label|label|label|label|label|label,canadaPencil:0.5178699999999999;eyeball:0.3784;metalKey:0.34359;noisemaker:0.33123;pinkCandle:0.37787;sign:0.4683;silverStraw:0.35261;vancouverCards:0.25734;blueSunglasses:0.3028;lavenderDie:0.46603999999999995
2019-01-05,Person4_22,canadaPencil|cloudSign|cupcakePaper|eyeball|pinkCandle|sign,label|label|label|label|label|label,canadaPencil:0.36846;cloudSign:0.26943;cupcakePaper:0.27368000000000003;eyeball:0.29424;pinkCandle:0.34026;sign:0.53245
2019-01-05,Person4_23,canadaPencil|cloudSign|pinkCandle|sign|blueSunglasses|yellowBag,label|label|label|label|label|label,canadaPencil:0.25821;cloudSign:0.25947;pinkCandle:0.43701999999999996;sign:0.37590999999999997;blueSunglasses:0.29628000000000004;yellowBag:0.26947
2019-01-05,Person4_24,birdCall|canadaPencil|cloudSign|eyeball|pumpkinNotes|sign,label|label|label|label|label|label,birdCall:0.3562;canadaPencil:0.25936;cloudSign:0.39705;eyeball:0.29436999999999997;pumpkinNotes:0.40288;sign:0.26266
2019-01-05,Person4_25,birdCall|canadaPencil|cloudSign|eyeball|pinkCandle|blueSunglasses|lavenderDie,label|label|label|label|label|label|label,birdCall:0.40384000000000003;canadaPencil:0.28488;cloudSign:0.27986;eyeball:0.70853;pinkCandle:0.30179;blueSunglasses:0.28274;lavenderDie:0.3438
2019-01-05,Person4_3,birdCall|cloudSign|metalKey|partyFavor|pumpkinNotes|sign,label|label|label|label|label|label,birdCall:0.5263399999999999;cloudSign:0.41708999999999996;metalKey:0.26455;partyFavor:0.33718000000000004;pumpkinNotes:0.32985;sign:0.44696
2019-01-05,Person4_4,birdCall|cloudSign|eyeball|pumpkinNotes|blueSunglasses|hairClip|stickerBox|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.55861;cloudSign:0.42391;eyeball:0.36732;pumpkinNotes:0.34051;blueSunglasses:0.41238;hairClip:0.2554;stickerBox:0.34078;yellowBag:0.3011
2019-01-05,Person4_5,birdCall|cloudSign|eyeball|metalKey|partyFavor|sign|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.38028;cloudSign:0.387;eyeball:0.30027;metalKey:0.30925;partyFavor:0.27334;sign:0.28943;blueSunglasses:0.33399999999999996
2019-01-05,Person4_6,eyeball|pumpkinNotes|stickerBox,label|label|label,eyeball:0.27843;pumpkinNotes:0.5483600000000001;stickerBox:0.46328
2019-01-05,Person4_7,pumpkinNotes|hairClip|lavenderDie|stickerBox,label|label|label|label,pumpkinNotes:0.35361;hairClip:0.30503;lavenderDie:0.3264;stickerBox:0.28131999999999996
2019-01-05,Person4_8,birdCall|cloudSign|eyeball|pinkCandle|blueSunglasses,label|label|label|label|label,birdCall:0.4414;cloudSign:0.396;eyeball:0.29991999999999996;pinkCandle:0.39316;blueSunglasses:0.34129
2019-01-05,Person4_9,cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|redWhistle|blueSunglasses|hairClip,label|label|label|label|label|label|label|label,cloudSign:0.39248;eyeball:0.46423000000000003;metalKey:0.31040999999999996;pinkCandle:0.39809;pumpkinNotes:0.3668;redWhistle:0.29713;blueSunglasses:0.39738;hairClip:0.3575
2019-02-10,Person40_1,sign|lavenderDie,label|label,sign:0.41668;lavenderDie:0.34569
2019-02-10,Person40_10,birdCall|cloudSign|redWhistle|hairClip|yellowBag,label|label|label|label|label,birdCall:0.30762;cloudSign:0.30588000000000004;redWhistle:0.58092;hairClip:0.48833999999999994;yellowBag:0.25895
2019-02-10,Person40_2,metalKey|pinkCandle|redWhistle|sign|silverStraw|lavenderDie|yellowBag,label|label|label|label|label|label|label,metalKey:0.48157;pinkCandle:0.48291000000000006;redWhistle:0.48253;sign:0.5322899999999999;silverStraw:0.30843000000000004;lavenderDie:0.4168;yellowBag:0.5149699999999999
2019-02-10,Person40_3,eyeball|redWhistle|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label,eyeball:0.81419;redWhistle:0.38749;blueSunglasses:0.50227;hairClip:0.5581;lavenderDie:0.60364;yellowBag:0.32871999999999996
2019-02-10,Person40_4,eyeball|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label,eyeball:0.81999;blueSunglasses:0.33299;hairClip:0.51702;lavenderDie:0.56133;yellowBag:0.45932
2019-02-10,Person40_5,birdCall|eyeball|pinkCandle|pumpkinNotes|trophy|blueSunglasses|hairClip,label|label|label|label|label|label|label,birdCall:0.53501;eyeball:0.37166;pinkCandle:0.26056999999999997;pumpkinNotes:0.299;trophy:0.46076999999999996;blueSunglasses:0.35999000000000003;hairClip:0.42307
2019-02-10,Person40_6,cloudSign|eyeball|metalKey|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label,cloudSign:0.35808;eyeball:0.33389;metalKey:0.48701000000000005;pinkCandle:0.44165;sign:0.5059899999999999;blueSunglasses:0.33232
2019-02-10,Person40_7,cloudSign,label,cloudSign:0.34237
2019-02-10,Person40_8,,,
2019-02-10,Person40_9,pumpkinNotes|yellowBag,label|label,pumpkinNotes:0.26154;yellowBag:0.4645
2019-01-06,Person5_1,eyeball|partyFavor|pinkCandle|sign,label|label|label|label,eyeball:0.25756;partyFavor:0.32422;pinkCandle:0.33027;sign:0.37334
2019-01-06,Person5_10,eyeball|pinkCandle|pumpkinNotes|redWhistle|stickerBox,label|label|label|label|label,eyeball:0.25058;pinkCandle:0.42211000000000004;pumpkinNotes:0.40247;redWhistle:0.33969;stickerBox:0.26247
2019-01-06,Person5_11,birdCall|cloudSign|pinkCandle|pumpkinNotes|redWhistle|sign|blueSunglasses|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.33973000000000003;cloudSign:0.30028;pinkCandle:0.30583;pumpkinNotes:0.27818000000000004;redWhistle:0.53765;sign:0.54933;blueSunglasses:0.29181;yellowBag:0.28565999999999997
2019-01-06,Person5_12,cupcakePaper|pumpkinNotes|redWhistle|sign|silverStraw|blueSunglasses,label|label|label|label|label|label,cupcakePaper:0.32069000000000003;pumpkinNotes:0.28774;redWhistle:0.64787;sign:0.31432;silverStraw:0.46151000000000003;blueSunglasses:0.32729
2019-01-06,Person5_13,birdCall|cloudSign|eyeball|redWhistle|sign|blueSunglasses|stickerBox,label|label|label|label|label|label|label,birdCall:0.31287;cloudSign:0.32636;eyeball:0.49951;redWhistle:0.41257;sign:0.32474000000000003;blueSunglasses:0.45395;stickerBox:0.33339
2019-01-06,Person5_14,sign,label,sign:0.37022
2019-01-06,Person5_15,birdCall|cloudSign|eyeball|partyFavor|pinkCandle,label|label|label|label|label,birdCall:0.33966999999999997;cloudSign:0.25568;eyeball:0.3115;partyFavor:0.25795;pinkCandle:0.26464
2019-01-06,Person5_16,canadaPencil|cloudSign|cupcakePaper|eyeball|metalKey|pinkCandle|sign|hairClip|yellowBag,label|label|label|label|label|label|label|label|label,canadaPencil:0.31995999999999997;cloudSign:0.37908000000000003;cupcakePaper:0.2686;eyeball:0.27231;metalKey:0.27565;pinkCandle:0.47185;sign:0.53988;hairClip:0.27741;yellowBag:0.35493
2019-01-06,Person5_17,canadaPencil|cloudSign|metalKey|noisemaker|partyFavor|pinkCandle|sign,label|label|label|label|label|label|label,canadaPencil:0.33929000000000004;cloudSign:0.29086;metalKey:0.28226;noisemaker:0.49742;partyFavor:0.28031999999999996;pinkCandle:0.33452;sign:0.28242
2019-01-06,Person5_18,eyeball,label,eyeball:0.41141000000000005
2019-01-06,Person5_19,cloudSign|cupcakePaper|paperPlate|pumpkinNotes|sign,label|label|label|label|label,cloudSign:0.28865999999999997;cupcakePaper:0.45996000000000004;paperPlate:0.58507;pumpkinNotes:0.34413;sign:0.28010999999999997
2019-01-06,Person5_2,birdCall|eyeball|pinkCandle|sign,label|label|label|label,birdCall:0.41073999999999994;eyeball:0.37416;pinkCandle:0.37269;sign:0.41903
2019-01-06,Person5_20,canadaPencil|noisemaker|pinkCandle|pumpkinNotes|vancouverCards,label|label|label|label|label,canadaPencil:0.36562;noisemaker:0.34303;pinkCandle:0.25121;pumpkinNotes:0.3042;vancouverCards:0.30596999999999996
2019-01-06,Person5_21,sign|lavenderDie,label|label,sign:0.25395;lavenderDie:0.40833
2019-01-06,Person5_22,sign,label,sign:0.33194
2019-01-06,Person5_23,sign,label,sign:0.32754
2019-01-06,Person5_24,cloudSign|sign,label|label,cloudSign:0.26211999999999996;sign:0.39555
2019-01-06,Person5_25,sign,label,sign:0.31331
2019-01-06,Person5_26,sign|silverStraw|lavenderDie,label|label|label,sign:0.31101999999999996;silverStraw:0.29775999999999997;lavenderDie:0.25442
2019-01-06,Person5_27,sign,label,sign:0.49559
2019-01-06,Person5_28,eyeball|partyFavor|sign|lavenderDie,label|label|label|label,eyeball:0.2526;partyFavor:0.31704;sign:0.27814;lavenderDie:0.5381600000000001
2019-01-06,Person5_29,eyeball|pinkCandle|sign|lavenderDie,label|label|label|label,eyeball:0.31521;pinkCandle:0.42332;sign:0.66304;lavenderDie:0.35957
2019-01-06,Person5_3,eyeball|lavenderDie,label|label,eyeball:0.34864;lavenderDie:0.45443999999999996
