authors,title,abstract,sha,has_full_text,journal,term,license,WHO #Covidence,pmcid,pubmed_id,category,source_x,publish_time,Microsoft Academic Paper ID,doi,full_text_file
"Yueling Ma; Yadong Zhao; Jiangtao Liu; Xiaotao He; Bo Wang; Shihua Fu; Jun Yan; Jingping Niu; Bin Luo","Effects of temperature variation and humidity on the mortality of COVID-19 in Wuhan","Object Meteorological parameters are the important factors influencing the infectious diseases like severe acute respiratory syndrome (SARS). This study aims to explore the association between coronavirus disease (COVID-19) death and weather parameters. Methods In this study, we collected the daily death number of COVID-19, meteorological and air pollutant data from 20 January, 2020 to 29 February, 2020 in Wuhan, China. Then, the generalized additive model was applied to explore the impact of temperature, humidity and diurnal temperature range on daily mortality of COVID-19. Results There were in total 2299 COVID-19 mortality counts in Wuhan. A positive association with COVID-19 mortality was observed for diurnal temperature range (r = 0.44), but negative association for relative humidity (r = −0.32). In addition, each 1 unit increase in diurnal temperature range was only associated with a 2.92% (95% CI: 0.61%, 5.28%) increase in COVID-19 mortality at lag 3. However, both per 1 unit increase of temperature and absolute humidity were related to the decreased COVID-19 mortality at lag 3 and lag 5, respectively. Conclusion In summary, this study suggests the temperature variation and humidity may be important factors affecting the COVID-19 mortality.","28b53e0cab53b10ab87431d6cc4ac1e0a7c4d6b9","True","","daily|COVID-19|20 January, 2020|29|February|2020|Wuhan|China|daily|COVID-19|2299|Wuhan|COVID-19|0.44|1|2.92%|95%|CI|0.61%|5.28%|COVID-19|3|1|3|5|COVID-19","medrvix","","","","DATE|ORG|DATE|CARDINAL|DATE|DATE|GPE|GPE|DATE|CARDINAL|CARDINAL|GPE|ORG|CARDINAL|CARDINAL|PERCENT|PERCENT|GPE|PERCENT|PERCENT|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG","medrxiv","2020-03-18","","10.1101/2020.03.15.20036426","biorxiv_medrxiv"
"Ka Chun Chong; Wei Cheng; Shi Zhao; Feng Ling; Kirran Mohammad; Maggie Wang; Benny Zee; Lei Wei; Xi Xiong; Hengyan Liu; Jingxuan Wang; Enfu Chen","Transmissibility of coronavirus disease 2019 (COVID-19) in Chinese cities with different transmission dynamics of imported cases","Background: Monitoring the time-varying reproduction number (Rt) of the disease is useful in determining whether there is sustained transmission in a population. In this study, we examined Rt of COVID-19 and compared its transmissibility between different intervention periods in Hangzhou and Shenzhen. Methods: Daily aggregated counts of confirmed imported and local cases between January 1, 2020 and March 13, 2020 were analysed. A likelihood function was constructed to estimate Rt, accounting for imported cases. Results: Although Hangzhou had fewer number of cases than Shenzhen, Shenzhen had higher proportion of imported cases than Hangzhou (83% vs 29%). Since the epidemic of COVID-19 in Shenzhen was dominated by imported cases, Rt was kept below unity through time. On the contrary, Rt was greater than unity in Hangzhou from 16 January to 7 February due to the surge in local cases. Credits to the Wuhan lockdown and outbreak response measures following the local lockdown, Rt decreased steadily and dropped below unity in mid-February. Conclusion: The lockdown measures and local outbreak responses helped reduce the potential of local transmission in Hangzhou and Shenzhen. Meanwhile, cities with similar epidemic trend could have different transmission dynamics given the variation in imported cases.","","False","","Rt of COVID-19|Hangzhou|Shenzhen|between January 1, 2020 and March 13, 2020|Rt|Hangzhou|Shenzhen|Shenzhen|Hangzhou|83% vs 29%|Shenzhen|Rt|Rt|Hangzhou|16 January|7|February|Wuhan|Rt|mid-February|Hangzhou|Shenzhen","medrvix","","","","ORG|GPE|GPE|DATE|PERSON|GPE|GPE|GPE|GPE|PERCENT|GPE|PERSON|PERSON|GPE|DATE|CARDINAL|DATE|GPE|PERSON|DATE|GPE|GPE","medrxiv","2020-03-18","","10.1101/2020.03.15.20036541","biorxiv_medrxiv"
"Xi He; Eric HY Lau; Peng Wu; Xilong Deng; Jian Wang; Xinxin Hao; Yiu Chung Lau; Jessica Y Wong; Yujuan Guan; Xinghua Tan; Xiaoneng Mo; Yanqing Chen; Baolin Liao; Weilie Chen; Fengyu Hu; Qing Zhang; Mingqiu Zhong; Yanrong Wu; Lingzhai Zhao; Fuchun Zhang; Benjamin J Cowling; Fang Li; Gabriel M Leung","Temporal dynamics in viral shedding and transmissibility of COVID-19","We report temporal patterns of viral shedding in 94 laboratory-confirmed COVID-19 patients and modelled COVID-19 infectiousness profile from a separate sample of 77 infector-infectee transmission pairs. We observed the highest viral load in throat swabs at the time of symptom onset, and inferred that infectiousness peaked on or before symptom onset. We estimated that 44% of transmission could occur before first symptoms of the index. Disease control measures should be adjusted to account for probable substantial pre-symptomatic transmission.","210b30ec755f5d8b0622c78a8e570290293bf49f","True","","94|COVID-19|77|44%|first","medrvix","","","","CARDINAL|CARDINAL|CARDINAL|PERCENT|ORDINAL","medrxiv","2020-03-18","","10.1101/2020.03.15.20036707","biorxiv_medrxiv"
"Zhou, Changyu; Gao, Chen; Xie, Yuanliang; Xu, Maosheng","COVID-19 with spontaneous pneumomediastinum","A 38-year-old man from Wuhan, China, was admitted to the Central Hospital of Wuhan (Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China), on Jan 20, 2020, with a 1-day history of fever without dizziness, cough, and headaches. On presentation, his temperature was 38·1°C. Laboratory tests showed a C-reactive protein concentration of 0·56 mg/dL (normal range 0·00–0·60] mg/dL). Complete blood count showed elevated leukocytes (10 060 cells per μL [normal range 3500–9500 cells per μL]), neutrophils (7550 cells per μL [1800–6300 cells per μL]), and monocytes (990 cells per μL [100–600 cells per μL]), while the lymphocyte count (1490 cells per μL) was in the normal range (1100–3200 cells per μL). The patient was negative for influenza A and B viruses, adenovirus, respiratory syncytial virus, and parainfluenza 1, 2, and 3 viruses. Chest CT showed multiple ground-glass opacities in the lower lobes bilaterally.","","False","The Lancet Infectious Diseases","Wuhan|China|the Central Hospital|Wuhan (Tongji Medical College|Huazhong|University of Science and Technology|Wuhan|China|Jan 20, 2020|1-day|38·1°|0·56|10 060|3500–9500|7550|1800–6300|990|100–600|1490|1100–3200|1|2|3","els-covid","#5662","","","GPE|GPE|ORG|ORG|GPE|ORG|GPE|GPE|DATE|DATE|PERCENT|CARDINAL|CARDINAL|CARDINAL|DATE|CARDINAL|CARDINAL|CARDINAL|DATE|CARDINAL|CARDINAL|CARDINAL|CARDINAL","Elsevier","2020-03-09","","10.1016/S1473-3099(20)30156-0","custom_license"
"Husnayain, Atina; Fuad, Anis; Su, Emily Chia-Yu","Applications of google search trends for risk communication in infectious disease management: A case study of COVID-19 outbreak in Taiwan","Abstract Objective An emerging outbreak of COVID-19 has been detected in at least 26 countries worldwide. Given this pandemic situation, robust risk communication is urgently needed particularly in affected countries. Therefore, this study explored the potential use of Google Trends (GT) to monitor public restlessness toward COVID-19 epidemic infection in Taiwan. Methods We retrieved GT data for the specific locations of Taiwan nationwide and subregions using defined search terms related to coronavirus, handwashing, and face masks. Results Searches related to COVID-19 and face masks in Taiwan increased rapidly, following the announcements of Taiwan’ first imported case and reached its peak as local cases were reported. However, searches for handwashing were gradually increased in period of face masks shortage. Moreover, high to moderate correlations between Google relative search volume (RSV) and COVID-19 cases were found in Taipei (lag-3), New Taipei (lag-2), Taoyuan (lag-2), Tainan (lag-1), Taichung (lag0), and Kaohsiung (lag0). Conclusion In response to the ongoing outbreak, our results demonstrated that GT could potentially define the proper timing and location for practicing appropriate risk communication strategies to the affected population.","241dbe189937800ffeddfdafbac58ceec96948d3","True","International Journal of Infectious Diseases","COVID-19|at least 26|Google Trends|COVID-19|Taiwan|Taiwan|COVID-19|Taiwan|Taiwan’|first|Google|RSV|COVID-19|Taipei|New Taipei|Taoyuan|Tainan|Taichung|Kaohsiung","els-covid","#7747","","","ORG|CARDINAL|ORG|ORG|GPE|GPE|ORG|GPE|ORG|ORDINAL|ORG|ORG|ORG|GPE|LOC|GPE|GPE|GPE|GPE","Elsevier","2020-03-12","","10.1016/j.ijid.2020.03.021","custom_license"
"Yang, Jing; Zheng, Ya; Gou, Xi; Pu, Ke; Chen, Zhaofeng; Guo, Qinghong; Ji, Rui; Wang, Haojia; Wang, Yuping; Zhou, Yongning","Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis","Abstract Background An outbreak of Novel Coronavirus (COVID -19) in Wuhan, China, the epidemic is more widespread than initially estimated, with cases now confirmed in multiple countries. Aims The aim of the meta-analysis was to assess the prevalence of comorbidities in the COVID-19 infection patients and the risk of underlying diseases in severe patients compared to non-severe patients. Methods A literature search was conducted using the databases PubMed, EMBASE, and Web of sciences until February 25, 2020. Risk ratio (OR) and 95% confidence intervals (CIs) were pooled using random-effects models. Results Eight studies were included in the meta- analysis, including 46248 infected patients. The result showed the most prevalent clinical symptom was fever ( 91 ± 3, 95% CI 86-97% ), followed by cough (67 ± 7, 95% CI 59-76%), fatigue ( 51 ± 0, 95% CI 34-68% ) and dyspnea ( 30 ± 4, 95% CI 21-40%). The most prevalent comorbidity were hypertension (17 ± 7, 95% CI 14-22%) and diabetes ( 8 ± 6, 95% CI 6-11% ), followed by cardiovascular diseases ( 5 ± 4, 95% CI 4-7% ) and respiratory system disease( 2 ± 0, 95% CI 1-3% ). Compared with the Non-severe patient, the pooled odds ratio of hypertension, respiratory system disease, cardiovascular disease in severe patients were (OR 2.36, 95% CI: 1.46-3.83), (OR 2.46, 95% CI: 1.76-3.44) and (OR 3.42, 95% CI: 1.88-6.22)respectively. Conclusion We assessed the prevalence of comorbidities in the COVID-19 infection patients and found underlying disease, including hypertension, respiratory system disease and cardiovascular, may be a risk factor for severe patients compared with Non-severe patients.","4090d8537051fae501355bc567dc2dec620762eb","True","International Journal of Infectious Diseases","Novel Coronavirus|Wuhan|China|COVID-19|PubMed|EMBASE|February 25, 2020|95%|Eight|46248|91 ± 3|95%|CI|86-97%|67|95%|CI 59-76%|51|±|95%|CI|34-68%|30|± 4|95%|CI 21-40%|17|95%|CI|14-22%|8|95%|CI 6-11%|5|95%|CI|4-7%|2|95%|CI 1-3%|Non-|95%|CI|1.46-3.83|2.46|95%|CI|1.76|3.44|3.42|95%|CI|1.88|COVID-19|Non","els-covid","#8189","","","ORG|GPE|GPE|ORG|ORG|GPE|DATE|PERCENT|CARDINAL|DATE|CARDINAL|PERCENT|GPE|PERCENT|CARDINAL|PERCENT|ORG|CARDINAL|ORG|PERCENT|GPE|PERCENT|CARDINAL|DATE|PERCENT|ORG|CARDINAL|PERCENT|GPE|PERCENT|CARDINAL|PERCENT|ORG|CARDINAL|PERCENT|GPE|PERCENT|CARDINAL|PERCENT|ORG|TIME|PERCENT|GPE|CARDINAL|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|CARDINAL|PERCENT|GPE|CARDINAL|ORG|ORG","Elsevier","2020-03-12","","10.1016/j.ijid.2020.03.017","custom_license"
"Zhao, Shuai; Ling, Ken; Yan, Hong; Zhong, Liang; Peng, Xiaohong; Yao, Shanglong; Huang, Jiapeng; Chen, Xiangdong","Anesthetic Management of Patients With Suspected or Confirmed 2019 Novel Coronavirus Infection During Emergency Procedures","Objectives The aim of the present study was to prevent cross-infection in the operating room during emergency procedures for patients with confirmed or suspected 2019 novel coronavirus (2019-nCoV) by following anesthesia management protocols, and to document clinical- and anesthesia-related characteristics of these patients. Design This was a retrospective, multicenter clinical study. Setting This study used a multicenter dataset from 4 hospitals in Wuhan, China. Participants Patients and health care providers with confirmed or suspected 2019-nCoV from January 23 to 31, 2020, at the Wuhan Union Hospital, the Wuhan Children's Hospital, The Central Hospital of Wuhan, and the Wuhan Fourth Hospital in Wuhan, China. Interventions Anesthetic management and infection control guidelines for emergency procedures for patients with suspected 2019-nCoV were drafted and applied in 4 hospitals in Wuhan. Measurements and Main Results Cross-infection in the operating rooms of the 4 hospitals was effectively reduced by implementing the new measures and procedures. The majority of patients with laboratory-confirmed 2019-nCoV infection or suspected infection were female (23 [62%] of 37), and the mean age was 41.0 years old (standard deviation 19.6; range 4-78). 10 (27%) patients had chronic medical illnesses, including 4 (11%) with diabetes, 8 (22%) with hypertension, and 8 (22%) with digestive system disease. Twenty-five (68%) patients presented with lymphopenia, and 23 (62%) patients exhibited multiple mottling and ground-glass opacity on computed tomography scanning. Conclusions The present study indicates that COVID 19–specific guidelines for emergency procedures for patients with confirmed or suspected 2019-nCoV may effectively prevent cross-infection in the operating room. Most patients with confirmed or suspected COVID 19 presented with fever and dry cough and demonstrated bilateral multiple mottling and ground-glass opacity on chest computed tomography scans.","194a486fcdbc56b34192242ddf973dc3a313dc1d","True","Journal of Cardiothoracic and Vascular Anesthesia","2019|2019-nCoV|4|Wuhan|China|2019-nCoV|January 23 to 31, 2020|the Wuhan Union Hospital|the Wuhan Children's Hospital|The Central Hospital|Wuhan|the Wuhan Fourth Hospital|Wuhan|China|Anesthetic|2019-nCoV|4|Wuhan|Main Results Cross|4|2019-nCoV|23|62%|37|41.0 years old|19.6|4|10|27%|4|11%|8 (22%|8 (22%|Twenty-five|68%|23|62%|2019-nCoV|COVID 19","els-covid","#2485","","","DATE|CARDINAL|CARDINAL|GPE|GPE|CARDINAL|DATE|ORG|ORG|ORG|GPE|ORG|GPE|GPE|NORP|CARDINAL|CARDINAL|GPE|ORG|CARDINAL|CARDINAL|CARDINAL|PERCENT|DATE|DATE|CARDINAL|CARDINAL|CARDINAL|PERCENT|CARDINAL|PERCENT|PERCENT|PERCENT|CARDINAL|PERCENT|CARDINAL|PERCENT|CARDINAL|CARDINAL","Elsevier","2020-02-28","2883079614","10.1053/j.jvca.2020.02.039","custom_license"
"Bajema, Kristina L.; Oster, Alexandra M.; McGovern, Olivia L.; Lindstrom, Stephen; Stenger, Mark R.; Anderson, Tara C.; Isenhour,, Cheryl; Clarke, Kevin R.; Evans, Mary E.; Chu, Victoria T.; Biggs, Holly M.; Kirking, Hannah L.; Gerber, Susan I.; Hall, Aron J.; Fry, Alicia M.; Oliver, Sara E.; Abedi, Glen; Bower, William; Chatham-Stephens, Kevin; Conklin, Laura; Cooley, Laura; Cortese, Margaret; Curns, Aaron; Dooling, Kathleen; Gokhale, Runa; Gold, Jeremy; Grant, Gavin; Gutman, Julie; Hesse, Elisabeth; Kamili, Shifaq; Kim, Lindsay; Kirkcaldy, Robert; Koumans, Emily; Kujawski, Stephanie; Langley, Gayle; Lively, Joana; Lu, Xiaoyan; Lynch, Brian; Lyss, Sheryl; Malapati, Lakshmi; Martin, Michael; Mbaeyi, Sarah; McClung, Paul; Midgley, Claire; Miller, Maureen; Morales, Michelle; Murray, Janna'; Parker Fiebelkorn, Amy; Patel, Manisha; Peacock, Georgina; Pierce, Taran; Rha, Brian; Sakthivel, Senthilkumar; Schneider, Eileen; Siegel, David A.; Sunshine, Brittany; Wallace, Megan; Wang, Lijuan; Watson, John; Whitaker, Brett; Yousaf, Anna","Persons Evaluated for 2019 Novel Coronavirus — United States, January 2020","In December 2019, a cluster of cases of pneumonia emerged in Wuhan City in central China's Hubei Province. Genetic sequencing of isolates obtained from patients with pneumonia identified a novel coronavirus (2019-nCoV) as the etiology (1). As of February 4, 2020, approximately 20,000 confirmed cases had been identified in China and an additional 159 confirmed cases in 23 other countries, including 11 in the United States (2,3). On January 17, CDC and the U.S. Department of Homeland Security's Customs and Border Protection began health screenings at U.S. airports to identify ill travelers returning from Wuhan City (4). CDC activated its Emergency Operations Center on January 21 and formalized a process for inquiries regarding persons suspected of having 2019-nCoV infection (2). As of January 31, 2020, CDC had responded to clinical inquiries from public health officials and health care providers to assist in evaluating approximately 650 persons thought to be at risk for 2019-nCoV infection. Guided by CDC criteria for the evaluation of persons under investigation (PUIs) (5), 210 symptomatic persons were tested for 2019-nCoV; among these persons, 148 (70%) had travel-related risk only, 42 (20%) had close contact with an ill laboratory-confirmed 2019-nCoV patient or PUI, and 18 (9%) had both travel- and contact-related risks. Eleven of these persons had laboratory-confirmed 2019-nCoV infection. Recognizing persons at risk for 2019-nCoV is critical to identifying cases and preventing further transmission. Health care providers should remain vigilant and adhere to recommended infection prevention and control practices when evaluating patients for possible 2019-nCoV infection (6). Providers should consult with their local and state health departments when assessing not only ill travelers from 2019-nCoV-affected countries but also ill persons who have been in close contact with patients with laboratory-confirmed 2019-nCoV infection in the United States.","80a03c5cca3549c6bedad185f73950ce1213bf1b","True","MMWR Morb Mortal Wkly Rep","December 2019|Wuhan City|China|Hubei Province|Genetic|2019-nCoV|1|February 4, 2020|approximately 20,000|China|159|23|11|the United States|2,3|January 17|CDC|the U.S. Department of Homeland Security's|Customs and Border Protection|U.S.|Wuhan City|4|CDC|Emergency Operations Center|January 21|2019-nCoV|2|January 31, 2020|CDC|approximately 650|2019-nCoV|CDC|5|210|2019-nCoV|148|70%|42 (|20%|2019-nCoV|PUI|18|9%|2019-nCoV|2019-nCoV|2019-nCoV|6|2019-nCoV|2019-nCoV|the United States","cc-by","#830","PMC7017962","32053579","DATE|GPE|GPE|GPE|GPE|CARDINAL|CARDINAL|DATE|CARDINAL|GPE|CARDINAL|CARDINAL|CARDINAL|GPE|CARDINAL|DATE|ORG|ORG|ORG|GPE|GPE|CARDINAL|ORG|ORG|DATE|CARDINAL|CARDINAL|DATE|ORG|CARDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|PERCENT|PERCENT|PERCENT|CARDINAL|ORG|CARDINAL|PERCENT|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|GPE","PMC","2020 Feb 14","3004490697","10.15585/mmwr.mm6906e1","custom_license"
"Walls, Alexandra C.; Park, Young-Jun; Tortorici, M. Alejandra; Wall, Abigail; McGuire, Andrew T.; Veesler, David","Structure, Function, and Antigenicity of the SARS-CoV-2 Spike Glycoprotein","Summary The emergence of SARS-CoV-2 has resulted in >90,000 infections and >3,000 deaths. Coronavirus spike (S) glycoproteins promote entry into cells and are the main target of antibodies. We show that SARS-CoV-2 S uses ACE2 to enter cells and that the receptor-binding domains of SARS-CoV-2 S and SARS-CoV S bind with similar affinities to human ACE2, correlating with the efficient spread of SARS-CoV-2 among humans. We found that the SARS-CoV-2 S glycoprotein harbors a furin cleavage site at the boundary between the S1/S2 subunits, which is processed during biogenesis and sets this virus apart from SARS-CoV and SARS-related CoVs. We determined cryo-EM structures of the SARS-CoV-2 S ectodomain trimer, providing a blueprint for the design of vaccines and inhibitors of viral entry. Finally, we demonstrate that SARS-CoV S murine polyclonal antibodies potently inhibited SARS-CoV-2 S mediated entry into cells, indicating that cross-neutralizing antibodies targeting conserved S epitopes can be elicited upon vaccination.","b3940a8e9cd829a3346f913119efdb1ffcd8ec77","True","Cell","90,000|>3,000|Coronavirus|CoV S|S1/S2|CoV","els-covid","#5754","","","CARDINAL|CARDINAL|PERSON|ORG|GPE|PERSON","Elsevier","2020-03-09","","10.1016/j.cell.2020.02.058","custom_license"
"Minato, Takafumi; Nirasawa, Satoru; Sato, Teruki; Yamaguchi, Tomokazu; Hoshizaki, Midori; Inagaki, Tadakatsu; Nakahara, Kazuhiko; Yoshihashi, Tadashi; Ozawa, Ryo; Yokota, Saki; Natsui, Miyuki; Koyota, Souichi; Yoshiya, Taku; Yoshizawa-Kumagaye, Kumiko; Motoyama, Satoru; Gotoh, Takeshi; Nakaoka, Yoshikazu; Penninger, Josef M.; Watanabe, Hiroyuki; Imai, Yumiko; Takahashi, Saori; Kuba, Keiji","B38-CAP is a bacteria-derived ACE2-like enzyme that suppresses hypertension and cardiac dysfunction","Angiotensin-converting enzyme 2 (ACE2) is critically involved in cardiovascular physiology and pathology, and is currently clinically evaluated to treat acute lung failure. Here we show that the B38-CAP, a carboxypeptidase derived from Paenibacillus sp. B38, is an ACE2-like enzyme to decrease angiotensin II levels in mice. In protein 3D structure analysis, B38-CAP homolog shares structural similarity to mammalian ACE2 with low sequence identity. In vitro, recombinant B38-CAP protein catalyzed the conversion of angiotensin II to angiotensin 1–7, as well as other known ACE2 target peptides. Treatment with B38-CAP suppressed angiotensin II-induced hypertension, cardiac hypertrophy, and fibrosis in mice. Moreover, B38-CAP inhibited pressure overload-induced pathological hypertrophy, myocardial fibrosis, and cardiac dysfunction in mice. Our data identify the bacterial B38-CAP as an ACE2-like carboxypeptidase, indicating that evolution has shaped a bacterial carboxypeptidase to a human ACE2-like enzyme. Bacterial engineering could be utilized to design improved protein drugs for hypertension and heart failure.","95f3513f4173df6761cba6c75b1b518b66ce5502","True","Nat Commun","Angiotensin|enzyme 2|B38-CAP|B38|ACE2-like|B38-CAP|B38-CAP|1–7|B38-CAP|B38-CAP|B38-CAP","cc-by","","PMC7044196","32103002","GPE|DATE|PERSON|ORG|ORG|PERSON|PERSON|CARDINAL|PERSON|PERSON|PERSON","PMC","2020 Feb 26","","10.1038/s41467-020-14867-z","comm_use_subset"
"Xu, Tianmin; Chen, Cong; Zhu, Zhen; Cui, Manman; Chen, Chunhua; Dai, Hong; Xue, Yuan","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19","Abstract Objectives To compare the clinical characteristics and the dynamics of viral load between the imported and non-imported patients with COVID-19. Design and methods Data from 51 laboratory-confirmed patients were retrospectively analyzed. Results The incubation period in the tertiary group was longer than that in the imported and secondary groups (both P < 0.05). Fever was the most common symptom at the onset of illness (73.33%, 58.82%, and 68.42%, respectively), and half of the patients had a low-grade temperature (<38.0℃) with a short duration of fever (<7 days). The CT scan showed that most patients had bilateral pneumonia in the three groups (80.00%, 76.47%, and 73.68%, respectively). Ct values detected from the tertiary patients were similar to those from the imported and secondary groups at the time of admission (both P > 0.05). For the tertiary group, the viral load was undetectable for half of the patients (52.63%) on day 7, and all patients on day 14. For 1/3rd of the patients in the imported and secondary groups, the viral load remained positive on day 14 after the admission. Conclusions COVID-19 can present as pneumonia with less onset of symptoms, and the infectivity of SARS-CoV2 may gradually decrease in the tertiary patients.","7404ea79a88b498667ba682ed3cce74c0a2e85f8","True","International Journal of Infectious Diseases","51|tertiary|secondary|0.05|73.33%|58.82%|68.42%|half|38.0|℃|7 days|CT|three|80.00%|76.47%|73.68%|Ct|tertiary|0.05|tertiary|half|52.63%|day 7|day 14|1/3rd|day 14|tertiary","els-covid","#8529","","","CARDINAL|ORDINAL|ORDINAL|CARDINAL|PERCENT|PERCENT|PERCENT|CARDINAL|CARDINAL|PERSON|DATE|ORG|CARDINAL|PERCENT|PERCENT|PERCENT|NORP|ORDINAL|CARDINAL|ORDINAL|CARDINAL|PERCENT|DATE|DATE|CARDINAL|DATE|ORDINAL","Elsevier","2020-03-14","","10.1016/j.ijid.2020.03.022","custom_license"
"Goni, Mohammed Dauda; Naing, Nyi Nyi; Hasan, Habsah; Wan-Arfah, Nadiah; Deris, Zakuan Zainy; Arifin, Wan Nor; Hussin, Tengku Mohammad Ariff Raja; Abdulrahman, Abdulwali Sabo; Baaba, Aisha Abubakar; Arshad, Muhammad Rafie","Development and validation of knowledge, attitude and practice questionnaire for prevention of respiratory tract infections among Malaysian Hajj pilgrims","BACKGROUND: Hajj pilgrimage faces numerous challenges including a high prevalence of respiratory tract infection as well as its prevention strategies. The aim of this study was to develop and validate a questionnaire to evaluate knowledge, attitude and practice (KAP) towards respiratory tract infections (RTIs) prevention among Malaysian Hajj pilgrims. METHODS: This study was conducted among Malaysian Umrah pilgrims in Malaysia from Kuala Lumpur and Kelantan. The questionnaire then underwent a series of validation process that included content, face validity and exploratory part. Item response theory (IRT) analysis was utilized for the validation of the knowledge domain. The attitude and practice were validated using the exploratory factor analysis (EFA). RESULTS: The validation process resulted in a questionnaire that comprised of four main sections: demography, knowledge, attitude, and practice. Following IRT analysis of the knowledge domain, all items analyzed were within the acceptable range of difficulty and discrimination. The Kaiser-Meyer-Olkin measure of sampling adequacy (KMO) was 0.72 and 0.84 for attitude and practice domain respectively and Bartlett’s test of Sphericity for both domains were highly significant (P < 0.001). The factor analysis resulted in two factors with total of 12 items in attitude domain, and 2 factors with total of 13 items in the practice domain with satisfactory factor loading (> 0.3). The Cronbach’s alpha for reliability of the knowledge, attitude and practice domains all showed acceptable values of > 0.6 (0.92, 0.77 and 0.85). CONCLUSION: The findings of this validation and reliability study showed that the developed questionnaire had a satisfactory psychometric property for measuring KAP of Malaysian Hajj pilgrims.","7fb385f3c0c5ce04f1c3d3c4f20678c0ae3a7031","True","BMC Public Health","Hajj|KAP|Malaysian|Hajj|Malaysian|Umrah|Malaysia|Kuala Lumpur|Kelantan|four|The Kaiser-Meyer-Olkin|KMO|0.72|0.84|Bartlett|0.001|two|12|2|13|0.3|Cronbach|0.6 (|0.92|0.77|0.85|KAP|Malaysian|Hajj","cc-by","#3234","PMC7050115","32114986","PERSON|PERSON|NORP|PERSON|NORP|PERSON|GPE|GPE|GPE|CARDINAL|ORG|ORG|CARDINAL|CARDINAL|PERSON|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|LOC|PERCENT|CARDINAL|CARDINAL|CARDINAL|PERSON|NORP|PERSON","PMC","2020 Mar 2","","10.1186/s12889-020-8269-9","comm_use_subset"
"Ren, Shi-Yan; Gao, Rong-Ding; Chen, Ye-Lin","Fear can be more harmful than the severe acute respiratory syndrome coronavirus 2 in controlling the corona virus disease 2019 epidemic","The current corona virus disease 2019 outbreak caused by severe acute respiratory syndrome coronavirus 2 started in Wuhan, China in December 2019 and has put the world on alert. To safeguard Chinese citizens and to strengthen global health security, China has made great efforts to control the epidemic. Many in the global community have joined China to limit the epidemic. However, discrimination and prejudice driven by fear or misinformation have been flowing globally, superseding evidence and jeopardizing the anti-severe acute respiratory syndrome coronavirus 2 efforts. We analyze this phenomenon and its underlying causes and suggest practical solutions.","6931b5e9ff438fd47df998904ce32f6f027514e8","True","World J Clin Cases","2019|2|Wuhan|China|December 2019|Chinese|China|China|2","cc-by-nc","#5601","PMC7052559","32149049","DATE|CARDINAL|GPE|GPE|DATE|NORP|GPE|GPE|CARDINAL","PMC","2020 Feb 26","","10.12998/wjcc.v8.i4.652","noncomm_use_subset"
