id,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,pc_P53KO-O1,pc_p53KO-O2,pc_p53KO-O-CAS1,pc_p53KO-O-CAS2,pc_p53KO-O-RAS1,pc_p53KO-O-RAS2,pc_WT-O1,pc_WT-O2,logFC,logCPM,PValue,FDR
chr13_Trim38,0,0,0,4,5,0,2,0,1.39E-17,1.39E-17,0,3.613972685,3.105324602,0,2.706416761,0.124484714,-3.874427527,-4.353924966,0.131334152,0.261638763
chr17_Trim39,1402,1899,3285,1962,2394,981,541,578,1821.760041,1977.146091,2473.024196,1711.505433,1340.442988,916.8831257,790.8875745,851.1969866,-0.13953559,4.515728927,0.604070293,0.843968001
chr17_Trim40,2,0,0,0,0,0,0,0,2.442740493,0.011160747,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,3.428248309,-4.924592936,0.504205375,0.736850985
chr11_Trim41,2123,3057,3277,2078,4034,2071,1310,1155,2758.655863,3182.793282,2466.893651,1812.765524,2257.17636,1935.934364,1914.062973,1701.772231,0.473262285,5.115373349,0.077960822,0.170544264
chr9_Trim42,0,1,1,1,1,0,0,0,0.034837604,1.035963743,0.723032888,0.865107682,0.579775926,0,1.39E-17,1.39E-17,-0.414307253,-4.779820725,1,1
chr9_Trim43a,2,6,10,7,12,11,4,2,2.816098043,6.221017366,7.583628022,6.055871511,6.347624145,10.33499892,5.653033867,3.194499477,-0.56409894,-2.982204978,0.446589265,0.697060374
chr9_Trim43b,0,0,1,2,2,5,2,2,1.39E-17,1.39E-17,0.675362517,1.769241983,0.755144914,4.742254174,2.961031986,2.981492451,-3.486818259,-4.186358014,0.256308063,0.447265443
chr9_Trim43c,6,30,22,15,41,26,13,11,8.650134619,31.09943268,16.69325226,12.99705263,22.80724207,24.31407249,18.86776558,16.40752048,0.444883659,-1.623484064,0.34863712,0.57478253
chr2_Trim44,1420,2349,3585,2799,4638,2749,1731,2103,1845.561864,2445.608442,2698.321592,2442.019819,2594.604225,2569.80897,2530.365137,3097.093715,-0.260339885,5.280690386,0.331853307,0.551205261
chr3_Trim45,93,87,129,109,110,45,57,75,120.3617687,90.6484411,97.09729804,95.07619905,62.3295027,41.94195831,83.99425764,109.8092249,0.131519694,0.444972132,0.678247098,0.920858599
chr3_Trim46,25,28,76,44,62,29,6,16,32.38891061,29.17131574,57.65509293,38.14711059,35.08480492,27.03860821,9.617849876,22.6347233,-0.642602631,-0.913993837,0.083021137,0.179499636
chr11_Trim47,555,569,1169,952,1031,361,151,179,720.6957263,592.4801425,879.9001797,830.5553902,578.392965,337.2384653,221.2167506,263.1719094,-0.381739317,3.097175918,0.16190937,0.312087582
chr5_Trim50,0,0,2,1,1,2,0,0,1.39E-17,1.39E-17,1.523858046,0.84169547,0.397499785,1.891337327,1.39E-17,1.39E-17,-3.483397027,-4.643290843,0.256308063,0.447265443
chr14_Trim52,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr5_Trim54,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr3_Trim55,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr5_Trim56,61,50,107,104,209,82,95,151,78.64699888,52.14115606,80.34510911,90.81644206,117.9739397,76.49603992,140.1000696,221.1017658,-0.392695618,0.723804503,0.223662012,0.405653873
chr11_Trim58,0,0,4,2,0,0,0,0,1.39E-17,1.39E-17,3.070148756,1.694560425,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-4.416267805,-4.642782832,0.067821941,0.151522611
chr3_Trim59,123,194,2125,1945,173,73,20,16,160.2584682,201.9286648,1599.202453,1697.053054,97.61512088,68.1115887,28.97040316,23.89786467,-3.183775548,2.917717913,1.22E-26,5.67E-25
chr7_Trim6,10,42,55,44,57,19,8,6,13.97182566,43.57635036,41.45655857,38.33602899,32.77750798,17.62472732,11.53113153,9.068277735,-0.446343228,-1.1559855,0.215605587,0.393592278
chr8_Trim60,0,0,0,2,0,0,0,0,1.39E-17,1.39E-17,0,1.800506637,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-2.966542259,-4.928745628,0.504205375,0.736850985
chr8_Trim61,0,0,2,0,0,0,0,0,1.39E-17,1.39E-17,1.588056072,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-2.959589132,-4.930681278,0.504205375,0.736850985
chr4_Trim62,81,113,179,113,296,119,34,41,105.452199,117.6288172,135.1702283,98.34989069,166.6520603,111.0834583,50.10082859,60.03366353,-0.066561697,0.749243752,0.836992815,1
chr4_Trim63,0,0,175,128,0,0,0,0,1.39E-17,1.39E-17,131.9382928,111.5430856,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-10.00205513,-0.880502685,1.01E-32,7.00E-31
chr11_Trim65,230,427,351,249,383,203,126,154,299.6168921,444.4681086,264.4753949,217.07887,214.573783,189.7113195,184.7525177,226.2688415,0.628295152,1.980694522,0.025374005,0.066387636
chr7_Trim66,4,6,30,18,6,8,0,2,5.27973882,6.24249712,22.84126364,15.55401872,2.924529537,7.548901705,0.122176426,2.721424077,-1.719691019,-2.626664948,0.002304272,0.008087354
chr8_Trim67,0,0,16,8,0,2,2,0,1.39E-17,1.39E-17,12.28846652,6.840595842,0,1.905455209,2.706416761,0.124484714,-6.359344609,-3.647081336,7.64E-06,4.54E-05
chr7_Trim68,113,190,393,282,312,159,104,73,147.3727691,197.7480807,296.0698984,245.8789467,174.9562401,148.5646043,151.1112905,108.4524837,-0.649275084,1.523153276,0.022825521,0.060390701
chr2_Trim69,18,10,30,16,11,0,2,0,22.7964974,10.48634551,22.92291268,13.77254252,6.849220241,0,2.706416761,0.124484714,-0.167291601,-2.419556789,0.781135359,1
chr11_Trim7,216,465,463,353,897,436,569,355,281.6851707,483.9907342,348.6544996,307.8749712,502.4117549,407.4831965,830.05993,524.3921832,0.223312557,2.825191389,0.428738571,0.674469793
chr9_Trim71,0,0,0,0,2,1,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.096953661,0.925766625,1.39E-17,1.39E-17,0,-4.856814218,1,1
chr7_Trim72,40,32,53,35,64,23,36,8,51.42700186,33.39144927,40.15121998,30.38512389,36.63724742,21.3707803,50.58406514,13.49415004,0.254033349,-0.835278325,0.46927492,0.72260032
chr8_Trim75,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr19_Trim8,1377,1956,2908,2556,4467,2688,1585,1709,1789.379258,2036.478008,2188.579892,2230.111831,2498.894152,2512.792154,2316.615052,2517.141192,-0.207747182,5.120116243,0.439334034,0.687840839
chr12_Trim9,0,2,0,0,0,0,0,0,0.068482259,2.067468923,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,3.417833472,-4.926725405,0.504205375,0.736850985
chr8_Triml1,0,0,0,2,0,0,0,0,1.39E-17,1.39E-17,0,1.800506637,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-2.966542259,-4.928745628,0.504205375,0.736850985
chr8_Triml2,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr15_Trio,389,618,924,694,2281,1128,545,789,505.9251954,643.3718929,695.6493148,605.3798153,1276.621451,1054.383229,797.6698297,1160.967806,-0.178508971,3.698346713,0.51446095,0.749174304
chr15_Triobp,564,813,2211,2118,2482,1631,1246,1062,733.106437,846.4261628,1663.847856,1848.037827,1388.159249,1524.729699,1820.420654,1564.892669,-1.15238547,4.453496275,2.44E-05,0.000131904
chr17_Trip10,664,829,1227,946,1576,869,555,506,862.7330473,863.1268223,923.6502998,825.2713454,881.8746616,812.3148627,810.8349144,745.6638195,-0.019274267,3.6951304,0.945985937,1
chr12_Trip11,374,232,308,286,645,372,291,536,484.5205973,241.7266767,231.6676161,249.5866599,360.9033721,347.73086,427.0975166,787.5356159,0.591292712,2.586340042,0.034636345,0.086503086
chr1_Trip12,4401,5131,7760,6716,10303,6925,3812,5171,5717.908409,5342.227358,5840.345366,5859.689495,5763.342331,6473.6759,5571.868169,7615.91871,-0.081165924,6.532594008,0.761558822,1
chr13_Trip13,48,89,719,642,198,83,35,45,62.97013426,92.58294248,541.0570629,560.1641091,111.6445536,77.45401753,51.69524308,65.7795958,-2.817131909,1.628356307,3.18E-20,8.60E-19
chr9_Trip4,2095,2442,1796,1462,6274,4719,2538,3188,2721.820819,2542.541938,1351.798042,1275.528511,3509.074308,4411.518447,3709.815107,4695.197921,1.002510763,5.539849313,0.000214924,0.000969418
chr5_Trip6,727,945,1125,827,2303,1327,854,823,944.6717442,983.8898315,846.9671024,721.4023939,1288.437893,1240.48236,1247.96879,1212.430978,0.298103697,4.028876912,0.272178025,0.470158875
chr4_Trit1,901,1084,1684,1310,1647,1044,714,547,1170.577702,1128.634041,1267.585512,1142.867892,921.1544739,975.9732157,1042.617657,806.6172383,-0.068289464,4.024675832,0.802117842,1
chr8_Trmt1,1420,1788,3485,2384,3099,1737,1166,1255,1844.99022,1861.59891,2623.300982,2079.815184,1733.829098,1623.745375,1704.285815,1848.39865,-0.343577751,4.880781205,0.201183459,0.371833237
chr10_Trmt11,275,428,582,544,651,429,309,428,357.759227,445.5585776,437.8700725,474.7000155,363.8579976,401.0760693,452.6200408,629.3934746,-0.18319802,2.778357711,0.509733432,0.743523261
chr19_Trmt112,1062,1181,1542,1600,2547,1677,1125,1230,1379.587215,1229.649676,1160.204596,1396.158038,1424.515573,1567.732354,1644.419746,1811.51945,0.029477711,4.480658712,0.914275225,1
chr15_Trmt12,327,326,519,404,425,277,275,236,424.4204276,339.4832246,390.7675242,352.3892905,237.4691502,258.9773133,401.4715202,348.1206402,0.038717575,2.407160351,0.887599259,1
chr16_Trmt2a,2070,2282,5414,3855,2712,1414,930,870,2689.216779,2375.972289,4075.042956,3363.294477,1517.564417,1321.76534,1358.935689,1281.762505,-0.554453091,5.112463558,0.038968175,0.095487354
chrX_Trmt2b,879,1093,1045,1052,2459,1856,1257,1463,1142.064816,1137.994847,786.2043586,917.9993957,1374.866554,1735.130796,1837.5263,2154.515163,0.419991571,4.412647146,0.121299661,0.247181015
chr12_Trmt5,310,406,536,471,563,376,398,319,402.8928525,422.7017784,403.35477,410.9522781,314.5918208,351.536364,580.9901679,470.6059074,0.019925893,2.691567603,0.950545014,1
chr2_Trmt6,577,899,1717,1404,1312,760,591,654,750.1553033,935.942974,1292.33247,1224.927759,734.0298269,710.4423448,864.0702244,963.0267261,-0.577813004,3.847143479,0.033068794,0.083208914
chr12_Trmt61a,493,651,560,465,400,248,259,236,640.6768436,677.7837532,421.5147546,405.6673703,223.6295897,231.8452683,378.276465,347.9358746,0.672394073,2.678942001,0.014471564,0.040904988
chr15_Trmu,704,850,1071,612,904,485,413,394,914.6321061,885.0009569,806.7733874,533.6056094,506.0208841,453.3326256,603.4671073,580.5356318,0.424555667,3.346140957,0.118329898,0.242023049
chr4_Trnau1ap,1488,1556,1316,1339,2507,1679,881,850,1932.934119,1620.103447,990.1458948,1168.417135,1402.085568,1569.610135,1287.430002,1252.1987,0.718855414,4.43168372,0.007867099,0.023954778
chr4_Trnp1,8,14,35,28,7,8,6,2,10.6148043,14.55223373,26.38849542,24.38379391,3.533166275,7.537126344,8.35050637,3.377294262,-0.999674212,-2.147230872,0.029269191,0.074932838
chr6_Trnt1,1973,1942,2583,2442,2326,1606,783,1005,2562.938482,2022.009477,1943.847247,2130.715047,1300.735705,1501.382871,1145.129128,1479.541385,0.170123949,4.759629292,0.526309917,0.761895698
chrX_Tro,26,48,21,17,31,18,6,15,34.26431971,49.91348896,15.82642548,14.79909602,17.34124775,16.8150275,9.552213569,21.24904977,1.455492478,-1.440753519,0.000318599,0.001373839
chr15_Troap,51,75,1111,739,171,47,4,3,66.531173,78.05665694,836.6090421,644.5367069,97.44484174,43.6888934,5.773242475,4.562885793,-3.352978734,1.816915242,5.12E-27,2.47E-25
chr1_Trove2,206,283,685,543,449,268,119,143,267.8596239,294.6262836,515.6744417,473.6810082,251.1518852,250.5250434,174.4709286,210.1221948,-0.814210465,2.244445208,0.003583027,0.011997674
chr11_Trp53,966,1155,2531,1848,1363,574,1033,821,1255.015911,1202.558399,1905.175759,1612.214397,763.5696823,536.4254376,1508.912831,1210.11856,-0.517361195,4.264287074,0.05533508,0.128485422
chr2_Trp53bp1,886,1293,2189,1614,2845,1688,902,964,1151.497414,1346.179699,1647.759443,1408.058864,1591.552804,1577.965923,1318.454477,1419.776313,-0.290869835,4.462939127,0.280851045,0.482347939
chr1_Trp53bp2,432,824,852,708,1885,1242,916,1049,562.1478563,857.7968478,641.2813796,617.6844188,1054.176148,1161.085947,1339.137191,1544.745441,0.17427125,3.90172047,0.525874718,0.761489301
chr2_Trp53i11,497,777,367,351,1094,461,476,327,646.2187671,808.9205801,276.0220124,306.3258957,613.0720441,430.7924128,694.4735129,482.8598848,1.321375138,3.033999276,2.17E-06,1.42E-05
chr11_Trp53i13,192,225,479,445,396,227,159,106,249.3597841,234.2815114,360.3614699,388.3164746,221.6197453,212.1799999,231.263104,157.2701666,-0.6304874,1.997201708,0.024961798,0.065433247
chr4_Trp53inp1,1142,2419,3831,2715,3339,2422,1060,2584,1484.839471,2518.415361,2883.644817,2368.642976,1867.278112,2264.219805,1551.670145,3803.26194,-0.391444818,5.17091203,0.144671662,0.283587586
chr2_Trp53inp2,4315,6239,3818,3271,15441,10632,6873,7804,5606.639016,6495.770111,2873.514877,2853.924194,8637.588465,9939.063807,10044.61264,11495.00192,1.079321564,6.798351243,6.49E-05,0.000324686
chr2_Trp53rk,288,330,386,370,353,215,165,211,374.0378355,343.610368,290.3175161,322.905688,197.3889157,200.9883321,241.8985428,310.0640336,0.226569506,2.137721662,0.416126548,0.658722085
chr16_Trp63,2,0,211,210,2,0,0,0,2.442740493,0.011160747,158.560319,183.332059,1.211984239,0,1.39E-17,1.39E-17,-7.061883737,-0.42295484,4.42E-36,3.64E-34
chr4_Trp73,0,2,0,0,0,2,0,0,0.068482259,2.067468923,1.39E-17,1.39E-17,0,1.905455209,1.39E-17,1.39E-17,3.417833472,-4.773780571,0.504205375,0.736850985
chr1_Trpa1,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr9_Trpc1,4,11,10,4,24,2,6,4,5.527301575,11.41028672,7.747270146,3.367425381,14.56630592,1.732409042,8.593474094,6.13314254,0.601357018,-2.786358484,0.396327092,0.634241565
chr7_Trpc2,159,268,718,474,352,184,109,117,207.1689479,278.9541731,540.8320458,413.3225352,197.2678282,171.9445052,159.5430186,172.1600289,-0.971491333,2.059914087,0.00053506,0.002195018
chr3_Trpc3,12,32,15,8,35,18,12,8,16.24207177,33.22601566,11.49745981,6.85757896,19.7446658,16.78957789,17.20613039,12.17603358,1.424104668,-1.814003657,0.0021489,0.007604226
chr3_Trpc4,0,2,6,16,23,8,0,0,0.068482259,2.067468923,4.067988491,14.22890389,13.32339342,7.400363063,1.39E-17,1.39E-17,-2.840819004,-3.00669461,0.002065998,0.007335052
chr2_Trpc4ap,3618,4653,5767,4968,9788,6577,5522,5178,4700.80473,4844.522413,4340.371617,4334.558527,5475.239736,6148.358546,8069.635695,7627.521854,0.137937833,6.450912361,0.606086006,0.846478062
chrX_Trpc5,0,0,0,0,0,0,2,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.706416761,0.124484714,0,-4.923619328,1,1
chr9_Trpc6,11,18,4,4,7,0,0,0,14.50962404,18.71751193,2.95936486,3.494584495,4.359286001,0,1.39E-17,1.39E-17,2.324681941,-3.177703169,0.000142053,0.000662387
chr13_Trpc7,0,0,0,2,0,0,0,0,1.39E-17,1.39E-17,0,1.800506637,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-2.966542259,-4.928745628,0.504205375,0.736850985
chr19_Trpd52l3,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr7_Trpm1,2,6,17,26,14,4,6,2,2.816098043,6.221017366,12.38393806,22.90165172,8.222626891,3.672225621,8.35050637,3.377294262,-1.903126224,-2.579969703,0.000897075,0.003486838
chr10_Trpm2,1567,2286,2203,1503,2078,596,186,47,2036.29481,2380.053392,1658.437574,1311.143348,1164.767705,556.843112,268.3476516,72.13640801,0.572536302,4.186394003,0.033539574,0.084259017
chr19_Trpm3,2,2,22,4,2,0,4,0,2.590821008,2.089870779,17.24576503,3.199036674,1.211984239,0,5.381190394,0.240287665,-2.10671615,-3.406966982,0.004013666,0.013285338
chr7_Trpm4,144,196,199,193,218,75,14,18,187.2802909,204.0487662,149.5703417,168.4771538,123.3397787,69.91025649,20.81327532,26.21302826,0.299635183,0.908944287,0.300549363,0.510043967
chr7_Trpm5,0,8,2,0,4,1,2,2,0.248629958,8.262300591,1.588056072,0,2.350021102,0.907700117,2.961031986,2.981492451,2.341432788,-3.964701204,0.026912078,0.069741027
chr19_Trpm6,20,12,97,63,16,6,2,10,25.40192521,12.56889926,73.35581498,54.77210086,9.243431079,5.553471295,3.645573394,13.86199734,-1.767809916,-1.21719432,3.74E-06,2.34E-05
chr2_Trpm7,1792,2352,4770,3343,4927,3160,1330,1805,2328.403668,2448.801991,3590.381135,2916.561562,2756.026152,2954.057464,1944.691695,2657.749936,-0.445818749,5.376005575,0.096701412,0.203886457
chr1_Trpm8,0,0,2,2,7,2,4,2,1.39E-17,1.39E-17,1.467886858,1.741792583,4.109359418,1.830280875,5.653033867,3.194499477,-3.86767866,-3.975959946,0.256308063,0.447265443
chr15_Trps1,166,277,996,818,372,100,14,10,216.2481805,288.3269853,749.6805387,713.6484769,210.2654371,93.18896229,20.15036131,15.10493145,-1.534406001,2.177184841,5.24E-08,4.45E-07
chr19_Trpt1,235,211,401,330,461,238,238,180,304.6943938,219.7735282,301.8608737,287.8731897,258.2934871,222.4180053,347.0228021,265.9922238,-0.170836708,2.092073743,0.553080636,0.791743212
chr11_Trpv1,9,13,0,0,4,0,2,0,11.80553812,13.52661257,1.39E-17,1.39E-17,2.47586178,0,2.706416761,0.124484714,6.750969985,-3.615989971,4.95E-07,3.62E-06
chr11_Trpv2,732,764,1110,1076,840,301,55,47,950.6981758,795.5024806,835.1895356,938.9044829,471.4534232,281.1603628,80.08062113,69.60407924,-0.023088782,3.097341454,0.93504204,1
chr11_Trpv3,1,2,0,0,1,0,3,1,1.36909709,2.0793847,1.39E-17,1.39E-17,0.579775926,0,4.181048909,1.716727857,3.960142502,-4.502383183,0.256308063,0.447265443
chr5_Trpv4,42,73,218,173,211,50,23,10,55.05920555,75.94186228,164.1824083,150.8645563,120.2314048,46.44755262,32.59953944,15.7161904,-1.260664756,0.426972552,4.71E-05,0.000242334
chr6_Trpv5,0,0,6,2,0,0,0,0,1.39E-17,1.39E-17,4.67398864,1.654323721,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-4.811490893,-4.51899884,0.018499845,0.050331879
chr6_Trpv6,1,1,4,0,0,1,0,0,1.307977492,1.046688636,3.202570421,0,0,0.948487014,1.39E-17,1.39E-17,-0.437924822,-4.575149149,1,1
chr5_Trrap,1337,1781,3599,2632,5731,3002,1618,1809,1737.272608,1854.293971,2708.977927,2296.253681,3206.455696,2806.260408,2364.959607,2664.317075,-0.478807636,5.238903306,0.075017581,0.165172087
chr19_Trub1,636,988,909,667,1984,1012,698,670,826.8071291,1028.607059,684.4011148,581.8021675,1110.370906,945.9583255,1019.979816,987.0716693,0.551256089,3.789040509,0.04297041,0.103676514
chr2_Trub2,887,940,1116,873,1021,665,593,571,1152.113842,978.7430849,840.0824503,761.5921477,570.8742648,621.6889015,866.5449127,841.231758,0.411478026,3.672784801,0.129066424,0.260180452
chr6_Try10,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr6_Try4,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr6_Try5,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr2_Tsc1,554,883,1176,789,2743,1503,1035,1249,720.3172227,919.2777183,885.5151317,688.1684885,1534.746476,1404.987125,1513.211136,1839.166046,0.059348199,4.191606937,0.829633047,1
chr17_Tsc2,2151,2493,2937,2183,4597,2741,2086,2039,2794.566668,2595.642902,2210.709674,1904.516871,2571.648682,2562.333242,3048.445493,3003.574558,0.389250373,5.313197388,0.147042771,0.287505981
chr14_Tsc22d1,1805,2149,5701,5294,6174,3624,6309,2659,2345.082691,2237.475111,4290.563597,4619.06322,3453.911483,3387.771462,9217.064631,3919.343777,-0.959206503,6.006618103,0.00038151,0.001615894
chr3_Tsc22d2,915,1382,1659,1414,2256,1531,635,830,1189.247165,1438.832758,1248.605981,1233.690602,1261.629662,1431.263084,928.8938253,1221.706566,0.082484041,4.259768019,0.761384528,1
chrX_Tsc22d3,13008,12915,11023,9992,6733,4457,3324,4840,16900.25963,13446.68146,8296.078103,8718.036615,3766.246054,4166.533745,4858.925893,7128.100893,0.834789816,7.013953818,0.001874277,0.006716235
chr5_Tsc22d4,1188,1472,4129,3975,2336,1126,549,595,1543.527735,1532.596403,3107.3731,3468.272075,1307.472724,1052.502115,802.6245098,876.1900271,-1.095963995,4.720511103,5.33E-05,0.000271306
chr1_Tsen15,494,446,492,495,588,426,335,265,641.174331,464.4506131,370.0121026,432.013038,328.3367415,398.3150604,488.8902044,391.0935113,0.462449651,2.75824667,0.092427556,0.196299298
chr6_Tsen2,315,319,493,404,734,521,449,300,408.8628861,332.1908059,371.1108363,352.4337905,410.0660504,487.1143328,654.9321082,443.1636649,0.033595539,2.735728708,0.906356007,1
chr7_Tsen34,1634,1574,1785,1678,3539,2309,1569,1739,2122.444016,1638.867569,1343.263159,1464.120757,1979.491853,2158.534126,2293.322965,2561.236269,0.421811139,4.902138069,0.117241256,0.240228901
chr11_Tsen54,629,760,1181,946,1009,598,440,335,817.1896157,791.2961007,888.9611438,825.3055362,564.4521628,559.0121904,642.1986175,494.3351142,-0.092032542,3.427371084,0.736914058,0.97685368
chr10_Tsfm,883,902,829,894,1677,1234,1111,899,1146.837045,939.1892168,623.5234663,780.2073953,937.4783758,1153.660095,1622.960069,1324.957809,0.571318481,4.03409718,0.03559777,0.088242623
chr7_Tsg101,2100,1848,2531,2306,3210,2255,1072,1194,2727.695824,1924.17112,1904.776201,2012.020707,1795.21121,2108.089402,1567.025968,1758.427219,0.247925083,4.924780374,0.355671015,0.584035876
chr1_Tsga10,18,40,54,53,66,52,14,50,23.99002647,41.56476723,40.47526622,46.30918799,36.33928745,48.69350545,22.30717742,71.41079295,-0.391645489,-0.588589237,0.274563725,0.473433067
chr6_Tsga13,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chrX_Tsga8,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr3_Tshb,0,0,3,3,0,0,0,2,1.39E-17,1.39E-17,2.2134284,2.618312365,1.39E-17,1.39E-17,0.122176426,2.721424077,-4.419530064,-4.511083047,0.067821941,0.151522611
chr12_Tshr,0,6,0,2,0,0,0,0,0.192364696,6.196298011,0,1.800506637,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.935259261,-4.507424161,0.305280684,0.516349166
chr18_Tshz1,376,511,574,585,1173,744,556,633,488.7207615,532.0130319,431.7035744,510.5507722,655.9872286,695.5273851,813.0106958,931.9981331,0.115743621,3.282205358,0.677553681,0.920121234
chr2_Tshz2,324,469,420,335,1085,755,473,491,421.2843454,488.2664108,316.213784,292.2088556,606.4751692,705.8539149,691.4199514,723.1418177,0.58004454,3.02962567,0.036973996,0.09123748
chr7_Tshz3,89,111,222,145,88,42,44,40,115.6576419,115.5725803,167.4978342,126.2861501,49.65871954,39.18751352,64.15745477,59.14208432,-0.346418473,0.538066216,0.252383656,0.447265443
chr7_Tsks,2,2,4,2,1,6,0,0,2.590821008,2.089870779,3.070148756,1.694560425,0.132893546,5.711071734,1.39E-17,1.39E-17,-0.061595977,-4.052140947,1,1
chr7_Tsku,9297,10016,4684,3246,6428,2695,4664,1865,12078.89766,10428.32841,3525.67601,2831.919346,3597.104009,2519.171383,6812.924814,2749.880992,1.823728818,6.418760789,3.43E-11,4.29E-10
chr18_Tslp,36,33,50,44,32,10,2,6,46.41329737,34.41079957,37.5884131,38.39038136,18.58486676,9.239923544,3.348311241,8.401116184,0.082760686,-1.270143101,0.837961056,1
chr1_Tsn,1801,2133,3618,3777,4464,3284,2190,2483,2339.874188,2220.818065,2722.640447,3295.594022,2496.585542,3070.041358,3200.92121,3657.080823,-0.40007449,5.466185419,0.13609057,0.269695596
chr8_Tsnax,1410,2076,2351,2099,3534,2318,1757,1732,1832.330078,2161.406601,1769.339808,1831.394681,1976.678057,2166.950048,2567.677016,2551.328947,0.149541645,5.017671126,0.57857915,0.817340382
chr8_Tsnaxip1,2,2,6,2,2,2,2,2,2.590821008,2.089870779,4.67398864,1.654323721,0.997749136,1.878849463,2.961031986,2.981492451,-0.456819065,-3.923039918,0.785128655,1
chr4_Tspan1,2,2,8,8,0,0,0,0,2.590821008,2.089870779,5.94637408,6.997624715,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-1.438060701,-3.929505256,0.084860033,0.18296346
chr11_Tspan10,2,10,20,26,16,4,0,0,2.989931972,10.35413354,14.73295543,22.8430703,9.45288519,3.658529344,1.39E-17,1.39E-17,-1.431272193,-2.584756572,0.00511096,0.016465901
chr6_Tspan11,0,1,0,2,2,0,0,0,0.034837604,1.035963743,0,1.800506637,1.211984239,0,1.39E-17,1.39E-17,-0.417787693,-4.711631099,1,1
chr6_Tspan12,6962,6713,4986,4618,14377,12100,5180,5869,9044.883524,6989.401216,3752.441282,4029.252014,8041.750878,11311.47688,7570.474021,8644.719832,1.042942115,6.833927847,0.00011079,0.000531098
chr12_Tspan13,770,871,623,764,432,206,69,36,1000.242945,906.8841891,468.2786743,666.8989855,242.2996536,192.4715316,99.42664187,54.4062019,0.748577951,2.809992776,0.006134612,0.019250024
chr14_Tspan14,872,1452,3079,2981,3554,1985,1459,1554,1133.576253,1511.684745,2317.107128,2601.01406,1988.379005,1855.578922,2132.439494,2288.866057,-0.894331958,4.927776475,0.000947947,0.003663927
chr10_Tspan15,201,287,414,358,588,230,119,127,261.4374556,298.7803997,311.5619307,312.3457524,330.1797331,214.8259067,174.1445899,186.9032882,-0.154831526,2.022971001,0.581217787,0.820168068
chr13_Tspan17,323,302,442,409,640,288,114,99,419.0920459,314.5117997,332.5216369,356.902688,358.8594311,269.0996557,166.2734411,146.23179,0.088634221,2.198951744,0.754182064,0.994284804
