"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Spintronics: semiconductors, molecules and quantum information","Y. Kato; J. Berezovsky; D. D. Awschalom","Dept. of Phys. & Center for Spintronics & Quantum Comput., California Univ., Santa Barbara, CA, USA; Dept. of Phys. & Center for Spintronics & Quantum Comput., California Univ., Santa Barbara, CA, USA; Dept. of Phys. & Center for Spintronics & Quantum Comput., California Univ., Santa Barbara, CA, USA","IEDM Technical Digest. IEEE International Electron Devices Meeting, 2004.","","2004","","","537","538","We present a series of recent developments leading to the implementation of spin-based information processing in solid state devices. These include the on-chip electrical generation and manipulation of coherent spin states, and the molecular wiring of semiconductor nanostructures for shuttling quantum information in hybrid electronic systems. The experiments suggest that quantum states can be controlled with high speed electrical circuits using spin-based electronics and/or photonics.","","0-7803-8684","10.1109/IEDM.2004.1419212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1419212","","Magnetoelectronics;Electrons;Pulse measurements;Solid state circuits;Nuclear electronics;Magnetic field induced strain;Ultrafast optics;Switches;Quantum dots;Quantum computing","magnetoelectronics;semiconductor quantum wires;nanoelectronics","spintronics;quantum information;spin-based information processing;solid state devices;on-chip electrical generation;on-chip electrical manipulation;coherent spin states;molecular wiring;semiconductor nanostructures;hybrid electronic systems;quantum states;high speed electrical circuits;spin-based electronics;photonics","","","","","","","","","","IEEE","IEEE Conferences"
"An optically induced and detected Bell-like state in a single quantum dot","Gang Chen; Batteh; Xiaoqin Li; Steel; Gammon; Sham","Randall Lab. of Phys., Michigan Univ., Ann Arbor, MI, USA; Randall Lab. of Phys., Michigan Univ., Ann Arbor, MI, USA; Randall Lab. of Phys., Michigan Univ., Ann Arbor, MI, USA; Randall Lab. of Phys., Michigan Univ., Ann Arbor, MI, USA; Randall Lab. of Phys., Michigan Univ., Ann Arbor, MI, USA; Randall Lab. of Phys., Michigan Univ., Ann Arbor, MI, USA","2002 Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference","","2002","","","97","","Summary form only given. A single quantum dot (QD) exciton is considered as a basic unit capable of carrying one bit of quantum information (qubit). Reference has demonstrated exciton Rabi oscillations in single QD's that are equivalent to single-bit rotations. To realize two-bit quantum logic operations in the next step, it is essential to identify and coherently manipulate two interacting single QD excitons. Our earlier work shows that two-exciton entangled states not involving the biexciton can be optically induced. This paper extends the entanglement to include the biexciton and show that all four basis states of the two-exciton system can be coherently manipulated based on a coherent nonlinear optical spectroscopy technique.","","1-55752-708","10.1109/QELS.2002.1031154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1031154","","Quantum dots;Optical logic devices;Excitons;Spectroscopy;Nonlinear optics","semiconductor quantum dots;Bell theorem;quantum optics;quantum computing;optical logic;excitons;spectroscopy;nonlinear optics","single quantum dot exciton;basic unit;quantum information;qubit;exciton Rabi oscillations;single-bit rotations;two-bit quantum logic operations;interacting single QD excitons;biexciton;optically induced;two-exciton system;coherently manipulated;coherent nonlinear optical spectroscopy technique;biexciton lifetime;pure dephasing;exciton-exciton coherence","","","","","","","","","","IEEE","IEEE Conferences"
"Computing with interference: all-optical single-query 50-element database search","C. Dorrer; P. Londero; M. Anderson; S. Wallentowitz; I. A. Walmsley","Inst. of Opt., Rochester Univ., NY, USA; Inst. of Opt., Rochester Univ., NY, USA; Inst. of Opt., Rochester Univ., NY, USA; Inst. of Opt., Rochester Univ., NY, USA; Inst. of Opt., Rochester Univ., NY, USA","Technical Digest. Summaries of papers presented at the Quantum Electronics and Laser Science Conference. Postconference Technical Digest (IEEE Cat. No.01CH37172)","","2001","","","149","150","Summary form only given. Quantum information processing relies on interference and entanglement. Certain quantum algorithms have been demonstrated using interference alone. These have been criticized on the grounds that the number of resources they require does not scale favorably with the size of the database. Nonetheless it has been argued that algorithms implemented entirely using interference may be more efficient than algorithms implemented on classical particle-based machines.","","1-55752-663","10.1109/QELS.2001.961979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=961979","","Interference;Databases;Optical computing;Ultrafast optics;Optical signal processing;Optical solitons;Adaptive optics;Analog computers;Optical devices;Quantum computing","optical computing;quantum computing;query processing;quantum interference devices;quantum optics","computing with interference;all-optical single-query 50-element database search;quantum information processing;interference;entanglement;quantum algorithms;classical particle-based machines","","1","","","","","","","","IEEE","IEEE Conferences"
"Nanotechnology, quantum information theory and quantum computing","S. E. Lyshevski","Dept. of Electr. Eng., Rochester Inst. of Technol., NY, USA","Proceedings of the 2nd IEEE Conference on Nanotechnology","","2002","","","309","314","Significant progress has been made in various applications of nanotechnology, and much efforts have been concentrated on the theory of nanocomputers. There are the need to examine nanocomputer architectures which include the following major components: the arithmetic-logic unit, the memory unit, the input/output unit, and the control unit. The recent results illustrate that novel logic and memory nanoscale integrated circuits can be fabricated and implemented. This progress is primarily due to the application of nanotechnology. Fundamental and applied results researched in this paper further expand the horizon of nanocomputer theory and nanotechnology practice. It is illustrated that novel nanocomputer architectures and organizations must be discovered and examined to ensure the highest level of efficiency, flexibility and robustness.","","0-7803-7538","10.1109/NANO.2002.1032253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1032253","","Quantum computing;Quantum mechanics;Nanotechnology;Information theory;Computer architecture;Logic gates;Optical computing;Nanoscale devices;Moore's Law;Switches","quantum computing;quantum gates;nanotechnology","nanotechnology;quantum information theory;quantum computing;architectures;arithmetic-logic unit;memory unit;input/output unit;control unit;logic integrated circuits;memory nanoscale integrated circuits","","3","","","","","","","","IEEE","IEEE Conferences"
"Experimental studies of clocked quantum-dot cellular automata devices","A. O. Orlov; G. Toth; I. Amlani; R. Kummamuru; R. Ramasubramaniam; C. S. Lent; G. H. Bernstein; G. L. Snider","Dept. of Electr. Eng., Notre Dame Univ., IN, USA; NA; NA; NA; NA; NA; NA; NA","58th DRC. Device Research Conference. Conference Digest (Cat. No.00TH8526)","","2000","","","157","158","Devices based on the quantum-dot cellular automata (QCA) computational approach (Lent et al, 1993) use interacting quantum dots to encode and process binary information. In this transistorless approach to computation, logic levels are represented by the configurations of single electrons in coupled quantum-dot systems. In the last few years, significant progress has been made towards the realization of basic QCA elements. However, in these devices, power gain needed for the operation of large QCA arrays was not possible since the only source of energy was the signal input. Recent theoretical work (Lent and Tougaw, 1997) proposed clocked control of the QCA circuitry. Clocked controlled QCA systems have many advantages such as power gain, reduced power dissipation, and pipelined architectures. The original theoretical work applied only to semiconductor implementation of clocked QCA arrays, but recently a scheme for clocked control of metallic QCA cells was proposed (Toth and Lent, 1999; Korotkov and Likharev, 1998). Here an extra dot placed between the two dots of the QCA half-cell acts as a tunable barrier controlled by the clock signal. We present the experimental demonstration of a clocked QCA cell. The device consists of two capacitively coupled half-cells, where each half-cell consists of three micron-size Al islands separated by tunnel junctions, and four electrometers to measure the charge state of the half-cells. The half-cells are leadless, with no DC connection to the environment.","","0-7803-6472","10.1109/DRC.2000.877130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877130","","Clocks;Quantum dots;Quantum cellular automata;Quantum computing;Logic devices;Electrons;Control systems;Power dissipation;Tunable circuits and devices;Current measurement","cellular automata;quantum dots;quantum gates;quantum computing;aluminium;electrometers;clocks","clocked quantum-dot cellular automata devices;quantum-dot cellular automata computational approach;QCA computational approach;interacting quantum dots;binary information encoding;binary information processing;transistorless computation;logic level representation;single electron configurations;coupled quantum-dot systems;QCA elements;QCA arrays;power gain;signal input energy;clocked QCA circuit control;clocked controlled QCA systems;power dissipation;pipelined architectures;semiconductor implementation;clocked QCA arrays;metallic QCA cells;QCA half-cell dots;tunable barrier dot;clocked QCA cell;capacitively coupled half-cells;Al islands;tunnel junctions;electrometers;half-cell charge state measurement;Al","","1","","","","","","","","IEEE","IEEE Conferences"
"Quantum optics with trapped photon states: coherent memory for light","M. D. Lukin; M. Fleischhauer; S. F. Yelin; A. Fleischhauer; A. Mair; D. Phillips; R. Walsworth; L. M. Duan; J. I. Cirac; P. Zoller","ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; ITAMP, Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA; NA; NA; NA","Technical Digest. Summaries of papers presented at the Quantum Electronics and Laser Science Conference. Postconference Technical Digest (IEEE Cat. No.01CH37172)","","2001","","","41","","Summary form only given. We describe a technique that allows one to transfer quantum correlations from traveling-wave light fields to collective atomic states and vice versa with nearly ideal efficiency. This is achieved by adiabatically reducing the group velocity of light to zero, thereby ""trapping"" the photons in the medium.","","1-55752-663","10.1109/QELS.2001.961822","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=961822","","Charge carrier processes;Atomic beams;Optical refraction;Electromagnetic propagation;Optical propagation;Optical noise;Quantum computing;Atom optics;Electromagnetic interference;Electromagnetic refraction","rubidium;radiation pressure;quantum optics;quantum computing;optical computing;optical storage","quantum optics;trapped photon states;coherent light memory;quantum correlations;traveling-wave light fields;collective atomic states;ideal efficiency;group velocity of light;photon trapping;Rb vapor cell;quantum information storage;Rb","","","","","","","","","","IEEE","IEEE Conferences"
"Quantum arithmetic coding","I. L. Chuang; D. S. Modha","IBM Almaden Res. Center, San Jose, CA, USA; NA","2000 IEEE International Symposium on Information Theory (Cat. No.00CH37060)","","2000","","","278","","We study the problem of compressing a block of symbols (a block quantum state) emitted by a memoryless quantum Bernoulli source. We present a simple-to-implement quantum algorithm for projecting, with high probability, the block quantum state onto the typical subspace spanned by the leading eigenstates of its density matrix. We propose a fixed-rate quantum Shannon-Fano code to compress the projected block quantum state using a per symbol code rate that is slightly higher than the von Neumann entropy limit. Finally, we propose quantum arithmetic codes to efficiently implement quantum Shannon-Fano codes.","","0-7803-5857","10.1109/ISIT.2000.866576","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=866576","","Arithmetic;Quantum mechanics;Information theory;Data compression;Physics;Block codes;Quantum entanglement;Quantum computing;Entropy;Modems","arithmetic codes;quantum communication;source coding;eigenvalues and eigenfunctions","quantum arithmetic coding;block quantum state projection;memoryless quantum Bernoulli source;subspace;eigenstates;density matrix;fixed-rate quantum Shannon-Fano code;per symbol code rate;von Neumann entropy limit;arithmetic codes;quantum data compression","","","","","","","","","","IEEE","IEEE Conferences"
"Passive autocompensating quantum cryptography","Z. D. Walton; A. F. Abouraddy; A. V. Sergienko; B. E. A. Saleh; M. C. Teich","Dept. of Electr. & Comput. Eng., Boston Univ., MA, USA; Dept. of Electr. & Comput. Eng., Boston Univ., MA, USA; Dept. of Electr. & Comput. Eng., Boston Univ., MA, USA; Dept. of Electr. & Comput. Eng., Boston Univ., MA, USA; Dept. of Electr. & Comput. Eng., Boston Univ., MA, USA","2003 European Quantum Electronics Conference. EQEC 2003 (IEEE Cat No.03TH8665)","","2003","","","403","","A new quantum cryptography scheme is presented that combines passive detection and autocompensation, two desirable features that have hitherto only been demonstrated in separate implementations. A practical implementation based on a well-known down-conversion source is proposed.","","0-7803-7733","10.1109/EQEC.2003.1314261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1314261","","Protocols;Quantum computing;Mutual information;Error correction;Propagation losses;Distributed computing;Information theory;Data mining;Cryptography;Entropy","quantum cryptography;compensation;quantum optics","quantum cryptography;passive detection;autocompensation;down-conversion source","","","","","","","","","","IEEE","IEEE Conferences"
"Quantum entanglement and controlled logical gates using coupled SQUID flux qubits","Zhongyuan Zhou; Shih-I Chu; Siyuan Han","Dept. of Chem., Univ. of Kansas, Lawrence, KS, USA; Dept. of Chem., Univ. of Kansas, Lawrence, KS, USA; NA","IEEE Transactions on Applied Superconductivity","","2005","15","2","833","836","We present an approach to realize universal two-bit quantum gates using two SQUID flux qubits. In this approach the basic unit consists of two inductively coupled SQUIDs with realistic device parameters. Quantum logical gates are implemented by applying resonant microwave pulse to the qubits. This procedure is demonstrated by realizing a controlled-NOT (CNOT) gate and the maximally entangled states of the coupled qubits through highly accurate numerical solution of the time-dependent Schrodinger equation of the system. This coupling scheme is simple and can be readily extended to many-qubit circuits required for scalable quantum information processing.","1051-8223;1558-2515;2378-7074","","10.1109/TASC.2005.850074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1439767","Coupled SQUID flux qubits;quantum computing;quantum entanglement;two-bit gates","Quantum entanglement;SQUIDs;Quantum computing;Superconducting microwave devices;Josephson junctions;Schrodinger equation;Superconducting device noise;Resonance;Control systems;Coupling circuits","quantum gates;superconducting logic circuits;SQUIDs;Schrodinger equation;quantum entanglement","quantum entanglement;controlled logical gates;coupled SQUID flux qubits;universal two-bit quantum gates;inductively coupled SQUIDs;quantum logical gates;resonant microwave pulse;controlled-NOT gate;coupled qubits;time-dependent Schrodinger equation","","5","","","","","","","","IEEE","IEEE Journals & Magazines"
"Quantum mechanical calculation of QCA molecule properties","C. J. Russo; C. S. Lent","Dept. of Electr. Eng., Notre Dame Univ., IN, USA; NA","Device Research Conference. Conference Digest (Cat. No.01TH8561)","","2001","","","165","","Summary form only given.Current computer architecture based on integrated silicon CMOS technology is rapidly approaching fundamental limits of scalability, primarily as a result of energy dissipation considerations. In the search for a new paradigm to achieve speeds and densities well beyond the foreseen limits of CMOS, a new model of device design using charge state and Coulomb interaction for information storage and propagation has been proposed. This paradigm of computation, based on Quantum Cellular Automata (QCA), provides a natural approach to the design of molecules that can encode and propagate binary information in their charge configurations. We investigate the properties of potential QCA molecules, using quantum mechanical calculations in the local density approximation. Specifically, the switching of a two-state cell with an appropriate driver charge is shown. Calculations of experimentally accessible molecular properties are investigated, and further details of molecular cell bistability are explored.","","0-7803-7014","10.1109/DRC.2001.937916","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=937916","","Quantum mechanics;Quantum cellular automata;Mechanical factors;CMOS technology;Computer architecture;Silicon;Scalability;Energy dissipation;Semiconductor device modeling;Quantum computing","molecular electronics;quantum theory;cellular automata;quantum computing","computer architecture;integrated silicon CMOS technology;energy dissipation;device design;charge state;Coulomb interaction;information storage;quantum cellular automata;molecules;binary information;QCA molecules;quantum mechanical calculations;local density approximation;switching;two-state cell;driver charge;molecular properties;molecular cell bistability","","","","","","","","","","IEEE","IEEE Conferences"
"Single-photon switches for quantum information processing","B. C. Jacobs; T. B. Pittman; J. D. Franson","Appl. Phys. Lab., Johns Hopkins Univ., Laurel, MD, USA; Appl. Phys. Lab., Johns Hopkins Univ., Laurel, MD, USA; Appl. Phys. Lab., Johns Hopkins Univ., Laurel, MD, USA","2005 Quantum Electronics and Laser Science Conference","","2005","1","","4","6 Vol. 1","Recent work towards the realization of low-loss, high-speed, optical switches designed to accommodate single photon qubits is discussed. Preliminary results from an all-optical switch and plans for an electro-optical switch are described.","","1-55752-796","10.1109/QELS.2005.1548655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1548655","","Information processing;Optical switches;Quantum computing;High speed optical techniques;Optical losses;Telecommunication switching;Optical computing;Nonlinear optics;Wavelength division multiplexing;Optical devices","quantum optics;electro-optical switches;optical design techniques;high-speed optical techniques;optical information processing;optical fibres","single-photon switches;quantum information processing;single photon qubits;electro-optical switch","","","","","","","","","","IEEE","IEEE Conferences"
"On communication over an entanglement-assisted quantum channel","A. Nayak; J. Salzman","Dept. of Comput. Sci., California Inst. of Technol., Pasadena, CA, USA; Dept. of Comput. Sci., California Inst. of Technol., Pasadena, CA, USA","Proceedings 17th IEEE Annual Conference on Computational Complexity","","2002","","","19","","Shared entanglement is a resource available to parties communicating over a quantum channel, much akin to public coins in classical communication protocols: the two parties may be given some number of quantum bits jointly prepared in a fixed superposition, prior to communicating with each other. The quantum channel is then said to be ""entanglement-assisted."" Shared randomness does not help in the transmission of information from one party to another. Moreover, it does not significantly reduce the classical complexity of computing functions vis-a-vis private-coin protocols. On the other hand, prior entanglement leads to startling phenomena such as ""quantum teleportation"" and ""superdense coding."" The problem of characterising the power of prior entanglement has baffled many researchers, especially in the setting of bounded-error protocols. It is open whether it leads to more than a factor of two savings (using superdense coding) or more than an additive O(log) savings (when used to create shared randomness). Few lower bounds are known for communication problems in this setting, and are all derived using sophisticated information theoretic techniques. In this paper, we focus on the most basic problem in the setting of communication over an entanglement-assisted quantum channel, that of communicating classical bits from one party to another. We derive optimal bounds on the number of quantum bits required for this task, for any given probability of error.","1093-0159","0-7695-1468","10.1109/CCC.2002.1004331","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1004331","","Quantum entanglement;Protocols;Quantum mechanics;Computer science;Mathematics;Quantum computing;Random variables;Complexity theory;Computational complexity","quantum communication;information theory;computational complexity","shared entanglement;entanglement-assisted quantum channel;communication;quantum bits;fixed superposition;shared randomness;prior entanglement;superdense coding;quantum teleportation;bounded-error protocols;lower bounds;information theory;optimal bounds;error probability","","5","","","","","","","","IEEE","IEEE Conferences"
"Inconclusive rate in quantum key distribution","H. E. Brandt","US Army Res. Lab., USA","Technical Digest. Summaries of papers presented at the Quantum Electronics and Laser Science Conference. Postconference Technical Digest (IEEE Cat. No.01CH37172)","","2001","","","240","","Summary form only given. The inconclusive rate can be a useful disturbance measure in quantum cryptography. Bennett's two-state protocol is considered for the case in which a positive operator-valued measure is optically implemented by the legitimate receiver in the presence of an individual attack by a general unitary disturbing eavesdropping probe. The maximum Renyi information gain by the disturbing probe is calculated for given receiver error and inconclusive rates. It is shown explicitly that less information is available to an eavesdropper at fixed inconclusive rate and error rate than is available at fixed error rate only.","","1-55752-663","10.1109/QELS.2001.962183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=962183","","Phonons;NIST;Logic gates;Stationary state;Probes;Error analysis;Quantum computing;Protocols;Laboratories;Cryptography","optical communication;quantum optics;quantum cryptography;error statistics;error analysis;protocols;optical receivers","inconclusive rate;quantum key distribution;quantum cryptography;Bennett two-state protocol;positive operator-valued measure;legitimate receiver;optically implemented positive operator-valued measure;general unitary disturbing eavesdropping probe;maximum Renyi information gain;disturbing probe;receiver error rate;receiver inconclusive rate;fixed inconclusive rate;fixed error rate;information availability","","","","","","","","","","IEEE","IEEE Conferences"
"Quantum-dot cellular automata: an architecture for molecular computing","E. P. Blair; C. S. Lent","Dept. of Electr. Eng., Notre Dame Univ., IN, USA; Dept. of Electr. Eng., Notre Dame Univ., IN, USA","International Conference on Simulation of Semiconductor Processes and Devices, 2003. SISPAD 2003.","","2003","","","14","18","The quantum-dot cellular automata (QCA) paradigm is a revolutionary approach to molecular-scale computing which represents binary information using the charge configuration of nanostructures in lieu of current switching devices. The basic building-block of QCA devices is the QCA cell. Electrostatic interaction between neighboring cells allows the design of QCA wires, logic devices and even simple microprocessors. The geometry of molecular six-dot QCA cells enables the clocking of QCA devices via an electric field generated by a layout of clocking wires. Thus, precise control over the timing and direction of data flow in QCA circuits is possible. The design of QCA circuits now lies not only in the logic structure of the cells, but also in the layout of clocking wires. We discuss the clocking of QCA devices and connect layout to architecture.","","0-7803-7826","10.1109/SISPAD.2003.1233626","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1233626","","Quantum dots;Quantum cellular automata;Computer architecture;Molecular computing;Clocks;Wires;Logic devices;Circuits;Quantum computing;Nanostructures","molecular electronics;quantum computing;semiconductor quantum dots;logic devices;microprocessor chips;clocks;timing;cellular automata","quantum-dot cellular automata;molecular computing;QCA;nanostructure charge configuration;binary information representation;QCA cell electrostatic interaction;QCA wires;logic devices;microprocessors;QCA device clocking;timing;data flow direction;clocking wires","","13","","","","","","","","IEEE","IEEE Conferences"
"Decoherence of nuclear spin quantum memory in a quantum dot","Changxue Deng; Xuedong Hu","Dept. of Phys., State Univ. of New York, Buffalo, NY, USA; Dept. of Phys., State Univ. of New York, Buffalo, NY, USA","IEEE Transactions on Nanotechnology","","2005","4","1","35","39","Recently, an ensemble of nuclear spins in a quantum dot have been proposed as a long-lived quantum memory. A quantum state of an electron spin in the dot can be faithfully transfered into nuclear spins through controlled hyperfine coupling. Here we study the decoherence of this memory due to nuclear spin dipolar coupling and inhomogeneous hyperfine interaction during the storage period. We calculated the maximum fidelity of writing, storing, and reading operations. Our results show that nuclear spin dynamics can severely limit the performance of the proposed device for quantum information processing and storage based on nuclear spins.","1536-125X;1941-0085","","10.1109/TNANO.2004.840149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1381390","","Quantum dots;US Department of Transportation;Electrons;Writing;Quantum computing;Polarization;Resonance;Flip-flops;Information processing;Application software","semiconductor quantum dots;hyperfine interactions;spin dynamics;information storage;digital storage","nuclear spin quantum memory;quantum dot;decoherence;quantum state;electron spin;hyperfine coupling;nuclear spin dipolar coupling;inhomogeneous hyperfine interaction;storage period;reading operation fidelity;storing fidelity;writing fidelity;nuclear spin dynamics;quantum information processing","","4","","","","","","","","IEEE","IEEE Journals & Magazines"
